dwID	Path	Frame	szTip	szSource
100000053	ui\Image\Homeland\data\source\Home\building\AREA\XN\XN_house_L_house01_N_02_12_14_01_HD.Group.tga	0		
100000054	ui\Image\Homeland\data\source\Home\building\AREA\XN\XN_house_L_house01_N_02_8_20_01_HD.Group.tga	0		
100000055	ui\Image\Homeland\data\source\Home\building\AREA\XN\XN_house_L_house01_N_01_12_16_01_HD.Group.tga	0		
100000056	ui\Image\Homeland\data\source\Home\building\AREA\XN\XN_house_L_house01_N_01_12_14_02_HD.Group.tga	0		
100000057	ui\Image\Homeland\data\source\Home\building\AREA\XN\XN_house_L_house01_N_01_12_14_01_HD.Group.tga	0		
100000058	ui\Image\Homeland\data\source\Home\building\AREA\XN\XN_house_L_house01_N_01_8_22_01_HD.Group.tga	0		
100000059	ui\Image\Homeland\data\source\Home\building\AREA\XN\XN_house_L_house01_N_01_8_20_01_HD.Group.tga	0		
100000060	ui\Image\Homeland\data\source\Home\building\AREA\XN\XN_house_L_house01_L_02_15_20_01_HD.Group.tga	0		
100000061	ui\Image\Homeland\data\source\Home\building\AREA\XN\XN_house_L_house01_L_01_15_20_01_HD.Group.tga	0		
100000062	ui\Image\Homeland\data\source\Home\building\AREA\XN\XN_house_H_house01_X_02_30_30_02_HD.Group.tga	0		
100000063	ui\Image\Homeland\data\source\Home\building\AREA\XN\XN_house_H_house01_U_01_30_36_01_HD.Group.tga	0		
100000064	ui\Image\Homeland\data\source\Home\building\AREA\XN\XN_house_H_house01_U_01_24_28_02_HD.Group.tga	0		
100000065	ui\Image\Homeland\data\source\Home\building\AREA\XN\XN_house_H_house01_T_01_22_28_02_HD.Group.tga	0		
100000066	ui\Image\Homeland\data\source\Home\building\AREA\XN\XN_house_H_house01_N_01_16_28_02_HD.Group.tga	0		
100000067	ui\Image\Homeland\default\default.tga	0		
100000068	ui\Image\Homeland\default\default.tga	0		
100000069	ui\Image\Homeland\default\default.tga	0		
100000070	ui\Image\Homeland\default\default.tga	0		
100000071	ui\Image\Homeland\default\default.tga	0		
100000072	ui\Image\Homeland\data\source\Home\building\QX\QX_House_H_House01_N_01_16_28_02_HD.Group.tga	0		
100000073	ui\Image\Homeland\data\source\Home\building\QX\QX_house_H_house01_T_01_22_28_02_HD.Group.tga	0		
100000074	ui\Image\Homeland\data\source\Home\building\QX\QX_house_H_house01_U_01_24_28_02_HD.Group.tga	0		
100000075	ui\Image\Homeland\data\source\Home\building\QX\QX_house_H_House01_U_01_30_36_01_HD.Group.tga	0		
100000076	ui\Image\Homeland\data\source\Home\building\QX\QX_house_H_House01_X_02_30_30_02_HD.Group.tga	0		
100000077	ui\Image\Homeland\data\source\Home\building\QX\QX_house_H_pavilion_O_01_24_24_03_HD.Group.tga	0		
100000078	ui\Image\Homeland\data\source\Home\building\QX\QX_house_L_house01_L_01_15_20_01_HD.Group.tga	0		
100000079	ui\Image\Homeland\data\source\Home\building\QX\QX_house_L_House01_L_02_15_20_01_HD.Group.tga	0		
100000080	ui\Image\Homeland\data\source\Home\building\QX\QX_house_L_house01_N_01_12_14_01_HD.Group.tga	0		
100000081	ui\Image\Homeland\data\source\Home\building\QX\QX_house_L_house01_N_01_12_14_02_HD.Group.tga	0		
100000082	ui\Image\Homeland\data\source\Home\building\QX\QX_house_L_house01_N_01_12_16_01_HD.Group.tga	0		
100000083	ui\Image\Homeland\data\source\Home\building\QX\QX_house_L_house01_N_01_8_20_01_HD.Group.tga	0		
100000084	ui\Image\Homeland\data\source\Home\building\QX\QX_house_L_house01_N_01_8_22_01_HD.Group.tga	0		
100000085	ui\Image\Homeland\data\source\Home\building\QX\QX_house_L_house01_N_02_12_14_01_HD.Group.tga	0		
100000086	ui\Image\Homeland\data\source\Home\building\QX\QX_house_L_House01_N_02_8_20_01_HD.Group.tga	0		
100000087	ui\Image\Homeland\data\source\Home\building\QX\QX_house_L_kiosk01_N_02_04_04_01_HD.Group.tga	0		
100000088	ui\Image\Homeland\data\source\Home\building\QX\QX_house_M_house01_L_01_16_20_02_HD.Group.tga	0		
100000089	ui\Image\Homeland\data\source\Home\building\QX\QX_house_M_house01_L_01_16_24_02_HD.Group.tga	0		
100000090	ui\Image\Homeland\data\source\Home\building\QX\QX_house_M_house01_L_02_16_24_02_HD.Group.tga	0		
100000091	ui\Image\Homeland\data\source\Home\building\QX\QX_house_M_house01_N_01_12_20_01_HD.Group.tga	0		
100000092	ui\Image\Homeland\data\source\Home\building\QX\QX_house_M_house01_N_01_12_20_02_HD.Group.tga	0		
100000093	ui\Image\Homeland\data\source\Home\building\QX\QX_house_M_house01_N_01_14_20_02_HD.Group.tga	0		
100000094	ui\Image\Homeland\data\source\Home\building\QX\QX_house_M_house01_N_02_12_20_02_HD.Group.tga	0		
100000095	ui\Image\Homeland\data\source\Home\building\QX\QX_house_M_house01_N_02_14_20_02_HD.Group.tga	0		
100000096	ui\Image\Homeland\data\source\Home\building\QX\QX_house_M_house01_T_01_20_26_01_HD.Group.tga	0		
100000097	ui\Image\Homeland\data\source\Home\building\QX\QX_house_M_kiosk01_N_01_08_08_01_HD.Group.tga	0		
100000098	ui\Image\Homeland\data\source\Home\building\QX\QX_house_M_kiosk01_N_02_08_08_01_HD.Group.tga	0		
100000099	ui\Image\Homeland\default\default.tga	0		
100000100	ui\Image\Homeland\default\default.tga	0		
100000101	ui\Image\Homeland\default\default.tga	0		
100000102	ui\Image\Homeland\data\source\Home\furniture\bonsai\Bonsai1_1_1002.mesh.tga	0	种子开花，故人归来。相携观山河如画、听江湖传说、战武林豪杰、饮红尘美酒。	活动
100000103	ui\Image\Homeland\data\source\Home\furniture\bonsai\Bonsai1_1_1003.mesh.tga	0	若非群玉山头见，会向瑶台月下逢。	园宅币
100000104	ui\Image\Homeland\data\source\Home\furniture\bonsai\Bonsai1_1_1006.mesh.tga	0	紫骝嘶入落花去，见此踟蹰空断肠。	园宅币
100000105	ui\Image\Homeland\data\source\Home\furniture\bonsai\Bonsai3_2_1002.mesh.tga	0	白金风是个小花匠，喜欢种各类观叶植物，关心一切苑圃之事。除了不会莳弄各种花朵以外，几乎是个完美的园丁。后来，金风认识了慧娘。慧娘在长安城里住了三日，便向西出塞了，留下三五枝新鲜的白玉兰。金风收好几枝花，第一次用起了花斗。他没有搭配叶子，反而搭配了三把折扇。\n折扇一动，送风向西。	园宅会赛
100000106	ui\Image\Homeland\data\source\Home\furniture\bonsai\Bonsai3_2_1003.mesh.tga	0		园宅币
100000107	ui\Image\Homeland\data\source\Home\furniture\bonsai\Bonsai3_2_1005.mesh.tga	0		园宅币
100000108	ui\Image\Homeland\data\source\Home\furniture\bonsai\Bonsai4_4_1001.mesh.tga	0		园宅币
100000109	ui\Image\Homeland\data\source\Home\furniture\bonsai\Bonsai4_4_1004.mesh.tga	0	十月吴山晓，梅花落敬亭。	园宅币
100000110	ui\Image\Homeland\data\source\Home\furniture\bonsai\Bonsai4_4_1006.mesh.tga	0	“采花大盗”景曾将自己采来的一批鲜花交与长安白氏，定制此斗，赠与代施。	园宅会赛
100000111	ui\Image\Homeland\data\source\Home\furniture\bonsai\Bonsai4_4_1007.mesh.tga	0	“采花大盗”景曾将自己采来的一批鲜花交与长安白氏，定制此斗，赠与代施。	园宅会赛
100000112	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth1_1_1001.mesh.tga	0	一方织宝相花驼褐绣筵，恒州所产。宝相花，成于齐时，是对本朝所常用一类织锦、涂装纹样的统称，多为六出、八出莲花形，莲瓣以外或以忍冬叶勾出尖角，花心或勾卷云纹，以色彩浓艳、梵意深重为美。	园宅币
100000113	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth1_1_1002.mesh.tga	0	火毛绣舞筵，本波斯贡物也。时人仿其形制，制此物。	生活技能
100000114	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth1_1_1003.mesh.tga	0		园宅币
100000115	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth1_1_1004.mesh.tga	0	绞缬山水绣筵一方。绞缬，滥觞自秦汉，本朝所习用。《洛阳伽蓝记》中详述其法：“既染，则解其结，凡结处皆为元色，余则入染色，谓之彩缬，今民间亦多为之。”	园宅币
100000116	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth2_2_1001.mesh.tga	0	裴家花枕出品，本是明教弟子陆小满之物。陆小满本是中原人士，幼失双亲，被教中收养，此后长自向西流离。陆小满一岁，在西市被发现时便与此枕并列。陆小满五岁，背负此枕，蹒跚西行。陆小满十岁，学有所成，心无挂碍，最喜欢抱着此枕在高崖顶看月亮。陆小满十五岁，潇洒大漠，却为了救一门中原商人丢了性命。\n那中原人家也有个小女儿，名唤阿满，怀里便抱着一只裴家花枕。	明教声望钦佩
100000117	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth2_2_1002.mesh.tga	0	裴家花枕出品，本是藏剑弟子叶宽之物。叶宽生在余杭，长在余杭，从小便没出过山庄，心宽体也宽。常有人笑言，道叶门弟子君子如风，他太重了，便只称得上心宽体胖。\n至德元年秋，叶宽奉命运输武备西行太原，途中遇险，自此未归。	藏剑声望钦佩
100000118	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth2_2_1003.mesh.tga	0	子非鱼，焉知鱼之乐？	七秀声望钦佩
100000119	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth2_2_1004.mesh.tga	0	迷仙枕仙游梦仙，如梦非梦黄粱梦。	奇遇
100000120	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth2_2_1005.mesh.tga	0	愿为远行客，散迹江湖中。	园宅会赛
100000121	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth2_2_1006.mesh.tga	0	我辈生来长负剑，昂扬意气只独行。	未知
100000122	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth2_2_1007.mesh.tga	0	“多晒太阳，才可以长得更高些。”\n不到四尺高的裴欣欣，对着架子上的药材这样说。	万花声望钦佩
100000123	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth4_3_1001.mesh.tga	0	桑木框华幛，采吴绫以为饰。吴绫，明州余姚郡土贡。\n昔日韦坚于望春楼，通大运河，凿广运潭。玄宗亲自登楼，诏群臣临观。韦坚取洛、汴、宋山东各郡小斛舟三百贮之广运潭，篙工柁师皆大笠、侈袖、芒屦，为吴、楚服。每舟陈列上属郡奇珍物产。船皆尾相衔进，数十里不绝。广陵之船陈放锦、铜器、官端绫绣，会稽郡展示的，便是罗、吴绫、绛纱。彼时长安居于关中，关中百姓不识连樯挟橹，观者骇异，故而人间传唱《得体纥那歌》、《得宝歌》，以纪广运潭中万物。	侠义值
100000124	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth4_3_1002.mesh.tga	0	桑木框缭绫丝幛。\n乱后越州，织染之业蓬勃兴盛，一种越州女工的独门斜纹绫布始见于世，润滑如天台山泉，染色则布地如江南春水，织法隐秘，世所不知，俗呼曰缭绫。	园宅币
100000125	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth4_3_1004.mesh.tga	0	夹缬锦挂幔，上缀银蝶。国朝染缬之术，主要分为三种：臈缬、夹缬、绞缬。传言玄宗柳婕妤甚有才学，颇受圣眷。婕妤妹赵氏，生性巧慧，使工镂板为杂花，象之而为夹缬。柳婕妤过生日，献王皇后一匹。玄宗见之颇爱，令宫中织染署依样制之。夹缬精致，所用材料却并不名贵，故玄宗甚自隐秘，后西幸之时，技艺渐出，遍于天下，乃为万民所服。	园宅币
100000126	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth4_3_1005.mesh.tga	0	鱼口绫，鱼口纹绫布，产地限于江南各道。	飞沙令
100000127	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth5_3_1002.mesh.tga	0	白编绫，洁白素净的绫布。杭州余杭郡、越州会稽郡土贡。	管家
100000128	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth5_3_1003.mesh.tga	0	轻容纱，菲薄精巧，中华大地皆有出产。	名剑大会7段
100000129	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth5_3_1004.mesh.tga	0	长辞故苑三十载，满帘旧月只梦中。	战阶11阶
100000130	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth5_3_1005.mesh.tga	0	此挂幔采百染线编织而成。百染线，捆绑成较粗的线股，多用于染布。	园宅币
100000131	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth5_3_1006.mesh.tga	0		园宅币
100000132	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth5_3_1007.mesh.tga	0		园宅币
100000133	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth5_3_1008.mesh.tga	0		园宅币
100000134	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth5_3_1009.mesh.tga	0		生活技能
100000135	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth5_3_1010.mesh.tga	0		园宅币
100000136	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth5_3_1011.mesh.tga	0	砗磲珠串所制成的挂幔。砗磲，汉魏时称“车渠”，玉属也。多纤理缛文。生于西国，其俗宝之。	园宅币
100000137	ui\Image\Homeland\data\source\Home\furniture\cloth\Cloth5_4_1001.mesh.tga	0	跳影如流泉，香梦过龙门。山中逍遥客，化为唤雨人。	园宅会赛
100000138	ui\Image\Homeland\data\source\Home\furniture\cabinet\Cabinet1_1_1001.mesh.tga	0		园宅币
100000139	ui\Image\Homeland\data\source\Home\furniture\cabinet\Cabinet1_1_1002.mesh.tga	0		生活技能
100000140	ui\Image\Homeland\data\source\Home\furniture\cabinet\Cabinet2_1_1001.mesh.tga	0		园宅币
100000141	ui\Image\Homeland\data\source\Home\furniture\cabinet\Cabinet2_1_1002.mesh.tga	0		园宅币
100000142	ui\Image\Homeland\data\source\Home\furniture\cabinet\Cabinet2_1_1003.mesh.tga	0	一架漆金曲木沉香橱，器型新颖，不与本朝习用形制相类。	园宅币
100000143	ui\Image\Homeland\data\source\Home\furniture\cabinet\Cabinet2_1_1004.mesh.tga	0	黄杨橱一架，帖文柏木皮，衬粉地山水彩画。	园宅币
100000144	ui\Image\Homeland\data\source\Home\furniture\cabinet\Cabinet2_1_1005.mesh.tga	0		生活技能
100000145	ui\Image\Homeland\data\source\Home\furniture\cabinet\Cabinet2_1_1006.mesh.tga	0		园宅币
100000146	ui\Image\Homeland\data\source\Home\furniture\cabinet\Cabinet2_1_1009.mesh.tga	0	此棚阁采紫檀为原材，阁架带翘头，通体未染杂色，平脱金箔，架座浮雕远山，几经揩清、推光，漆色温润。	园宅币
100000147	ui\Image\Homeland\data\source\Home\furniture\cabinet\Cabinet2_1_1010.mesh.tga	0	素髹桑木棚阁一架，通体素髹，漆光润泽，抚之顺滑。棚阁，或曰棚格。	园宅币
100000148	ui\Image\Homeland\data\source\Home\furniture\cabinet\Cabinet2_1_1011.mesh.tga	0	素髹桑木棚一架。棚，一曰棚阁，指本朝架具中供陈列、展设物品所用者，海外诸国或呼为棚厨子。	生活技能
100000149	ui\Image\Homeland\data\source\Home\furniture\cabinet\Cabinet2_1_1012.mesh.tga	0		园宅币
100000150	ui\Image\Homeland\data\source\Home\furniture\cabinet\Cabinet2_1_1013.mesh.tga	0	与君逢萍水，携手共江湖。	师徒值
100000151	ui\Image\Homeland\data\source\Home\furniture\shelf\Shelf1_1_1001.mesh.tga	0	一方素髹榧木帨架。帨，即巾帕。	生活技能
100000152	ui\Image\Homeland\data\source\Home\furniture\shelf\Shelf1_1_1002.mesh.tga	0	风恬日暖荡春光，戏蝶游蜂乱入房。数枝门柳低衣桁，一片山花落笔床。\n此物原属于岑家终南山房所有。岑参之妻入七秀学艺前，将其变卖。	园宅币
100000153	ui\Image\Homeland\data\source\Home\furniture\shelf\Shelf1_1_1003.mesh.tga	0	一方素髹桑木帨架，为本朝诸礼仪所常用。《开元礼》中言及婚仪时，有“是日食时，妇家具盛馔酒壶，妇从者设蔬果卓子于堂上舅姑之前，设盥盘于阼阶东南，帨架在东”。	园宅币
100000154	ui\Image\Homeland\data\source\Home\furniture\shelf\Shelf1_1_1004.mesh.tga	0	一方素髹花梨木帨架。帨，即巾帕。	生活技能
100000155	ui\Image\Homeland\data\source\Home\furniture\table\Table2_1_1010.mesh.tga	0	嵌云石栅足文柏木经案一抬。栅足案，始于秦代的栅足凭几。本朝栅足案，分为曲、直二种，此案别更其制，将栅足与“中牌子”结合。	管家
100000156	ui\Image\Homeland\data\source\Home\furniture\table\Table2_1_1011.mesh.tga	0	翘头桑木书案一抬，案面涂胡、彩画，腿作鹤膝，带横枨二条。	园宅币
100000157	ui\Image\Homeland\data\source\Home\furniture\table\Table2_1_1012.mesh.tga	0	一方镶鸭头绿黄杨翘头书案，流泉为笔洗，极适于文人堂中陈设。乱中，人有“乱城枯草狼烟后，秋池残月想绿鸭”之句。至德二载，渔阳鼙鼓一夕歇，临洮绿砚归人间。	园宅币
100000158	ui\Image\Homeland\data\source\Home\furniture\table\Table2_1_1013.mesh.tga	0	桑木翘头鹤膝案一方。此案四足所饰夹头榫，形若月牙杌脚，又如壸门，又似托泥，居业行中多呼为“鹤膝”，是本朝初兴的装饰方法，概因时人对壸门的审美而生。	园宅币
100000159	ui\Image\Homeland\data\source\Home\furniture\shelf\Shelf2_1_1001.mesh.tga	0	素髹桑木为架，上坐紫铜盆，盆饰卷草纹。居业行大梓人李准自己也常常使用这款面盆，取其大道至简。	园宅币
100000160	ui\Image\Homeland\data\source\Home\furniture\shelf\Shelf2_1_1002.mesh.tga	0	此物将帨架、盆架合二为一，较之本朝习用帨架多置一架高面，是河北道产物。	园宅币
100000161	ui\Image\Homeland\data\source\Home\furniture\shelf\Shelf5_2_1001.mesh.tga	0	铜平脱团花圆材榻足几一方。本朝榻足几，多用枋材，添横枨，以利承重，多作承托衣箱之用，此几虽以圆材为足，亦可足资使用。	园宅币
100000162	ui\Image\Homeland\data\source\Home\furniture\shelf\Shelf5_2_1002.mesh.tga	0	独眠愁已惯，秋来只自愁。火笼恒暖脚，行障镇床头。	园宅币
100000163	ui\Image\Homeland\data\source\Home\furniture\shelf\Shelf5_2_1003.mesh.tga	0	产出地图：洛阳	宠物游历
100000164	ui\Image\Homeland\data\source\Home\furniture\shelf\Shelf6_1_1003.mesh.tga	0		园宅币
100000165	ui\Image\Homeland\data\source\Home\furniture\shelf\Shelf7_1_1001.mesh.tga	0	云石桑木台案一方。此台案以枋材作壸门，接四条横枨，通体素髹，桌面嵌云石，平脱铜饰。	生活技能
100000167	ui\Image\Homeland\data\source\Home\furniture\byobu\Byobu1_1_1021.mesh.tga	0	独眠愁已惯，秋来只自愁。火笼恒暖脚，行障镇床头。	园宅会赛
100000168	ui\Image\Homeland\data\source\Home\furniture\shelf\Shelf7_1_1004.mesh.tga	0		生活技能
100000169	ui\Image\Homeland\data\source\Home\furniture\shelf\Shelf7_1_1005.mesh.tga	0		生活技能
100000170	ui\Image\Homeland\data\source\Home\furniture\shelf\Shelf7_1_1006.mesh.tga	0		生活技能
100000171	ui\Image\Homeland\data\source\Home\furniture\shelf\Shelf7_1_1007.mesh.tga	0		园宅币
100000172	ui\Image\Homeland\data\source\Home\furniture\shelf\Shelf7_1_1008.mesh.tga	0		生活技能
100000173	ui\Image\Homeland\data\source\Home\furniture\shelf\Shelf7_1_1009.mesh.tga	0	一架榧木棚。棚，一曰棚阁，指本朝架具中供陈列、展设物品所用者，海外诸国或呼为棚厨子。	园宅币
100000174	ui\Image\Homeland\data\source\Home\furniture\shelf\Shelf7_1_1010.mesh.tga	0	素髹桐木棚一架，亦可为花斗。棚，一曰棚阁，指本朝架具中供陈列、展设物品所用者，海外诸国或呼为棚厨子。	园宅币
100000175	ui\Image\Homeland\data\source\Home\furniture\shelf\Shelf7_1_1011.mesh.tga	0	一架黄杨攒边素髹桐木棚，亦可为花斗，供摆弄鲜花所用。棚，一曰棚阁，指本朝架具中供陈列、展设物品所用者，海外诸国或呼为棚厨子。	园宅会赛
100000176	ui\Image\Homeland\data\source\Home\furniture\shelf\Shelf7_1_1012.mesh.tga	0	不落窠臼的一方柜架，最适合桀骜不羁的江湖豪客。	战阶7阶
100000177	ui\Image\Homeland\data\source\Home\furniture\byobu\Byobu1_1_1001.mesh.tga	0	本朝木器所用彩绘之法，略分二类，大多数是涂胡粉地彩绘，极少数是素地彩绘。广义的胡粉，包括各种颜色的白粉，狭义的胡粉专指胡人铅粉。胡粉有时候直接涂，也有时候跟各类色料、胶剂调合起来，形成各色色地，此坐障即涂胡粉为饰。	生活技能
100000178	ui\Image\Homeland\data\source\Home\furniture\byobu\Byobu1_1_1002.mesh.tga	0		生活技能
100000179	ui\Image\Homeland\data\source\Home\furniture\byobu\Byobu1_1_1003.mesh.tga	0	翡翠珠被，流苏羽帐。舒屈膝之屏风，掩芙蓉之行障。	园宅会赛
100000180	ui\Image\Homeland\data\source\Home\furniture\byobu\Byobu1_1_1004.mesh.tga	0	此坐障采桑木为材，涂胡粉为地，上绘山水图，基座平脱金卷草。	园宅币
100000181	ui\Image\Homeland\data\source\Home\furniture\byobu\Byobu1_1_1005.mesh.tga	0	一架灰缬归鸿立屏。灰缬，本朝北境难采蜡，故以灰药代之，投入染液，漏为彩缬。	园宅币
