ForceID	KungFuID	PointID	CostTrain	PointRequireLevel	SkillID1	SkillLevel1	RequireLevel1	RequireQuestID1	SkillID2	SkillLevel2	RequireLevel2	RequireQuestID2	SkillID3	SkillLevel3	RequireLevel3	RequireQuestID3	SkillID4	SkillLevel4	RequireLevel4	RequireQuestID4	SkillID5	SkillLevel5	RequireLevel5	RequireQuestID5
1	2	75	0	25	5915	1	25	0	5912	1	27	0	16890	1	31	0	240	1	37	0				
1	2	76	0	33	17750	1	33	0	16900	1	35	0	5899	1	39	0	6783	1	45	0				
1	2	77	0	41	5913	1	41	0	6579	1	43	0	14758	1	47	0	5914	1	53	0				
1	2	78	0	96	18623	1	96	0	14750	1	96	0	5911	1	96	0	17730	1	96	0				
1	2	79	0	96	6590	1	96	0	6587	1	96	0	14795	1	96	0	5934	1	96	0				
1	2	80	0	97	5930	1	97	0	6595	1	97	0	6586	1	97	0	16894	1	97	0	24884	1	102	0
1	2	81	0	97	6788	1	97	0	6596	1	97	0	6580	1	97	0	16886	1	97	0	24885	1	104	0
1	2	82	0	98	5909	1	98	0	21703	1	98	0	5906	1	98	0	259	1	98	0	24887	1	106	0
1	2	83	0	99	21697	1	99	0	14752	1	99	0	14820	1	99	0	14755	1	99	0	25063	1	108	0
1	2	84	0	100	14757	1	100	0	14793	1	100	0	14950	1	100	0	26762	1	100	0	24819	1	110	0
1	1	85	0	11	5941	1	11	0	5923	1	19	0	5919	1	23	0								
1	1	86	0	17	5922	1	17	0	5910	1	21	0	6790	1	29	0								
1	1	87	0	25	16890	1	25	0	5932	1	27	0	5931	1	31	0	240	1	37	0				
1	1	88	0	33	17750	1	33	0	6783	1	35	0	5899	1	39	0	2589	1	45	0				
1	1	89	0	41	5926	1	41	0	5939	1	43	0	5921	1	47	0	6579	1	53	0				
1	1	90	0	96	5927	1	96	0	5929	1	96	0	5938	1	96	0	246	1	96	0				
1	1	91	0	96	17745	1	96	0	18623	1	96	0	5925	1	96	0	5934	1	96	0				
1	1	92	0	97	5930	1	97	0	5935	1	97	0	5936	1	97	0	16894	1	97	0	6589	1	102	0
1	1	93	0	97	6591	1	97	0	5933	1	97	0	5942	1	97	0	16899	1	97	0	24885	1	104	0
1	1	94	0	98	6789	1	98	0	5901	1	98	0	5940	1	98	0	259	1	98	0	24891	1	106	0
1	1	95	0	99	14793	1	99	0	23972	1	99	0	14794	1	99	0	14795	1	99	0	25353	1	108	0
1	1	96	0	100	14757	1	100	0	14796	1	100	0	14761	1	100	0	15195	1	100	0	24819	1	110	0
8	11	97	0	11	5951	1	11	0	5953	1	19	0	1665	1	23	0								
8	11	98	0	17	6533	1	17	0	5954	1	21	0	26672	1	29	0								
8	11	99	0	25	5955	1	25	0	5960	1	27	0	5952	1	31	0	1647	1	37	0				
8	11	100	0	33	18682	1	33	0	6799	1	35	0	6543	1	39	0	18309	1	45	0				
8	11	101	0	41	5959	1	41	0	25013	1	43	0	6541	1	47	0	5964	1	53	0				
8	11	102	0	96	21737	1	96	0	18326	1	96	0	5957	1	96	0	6544	1	96	0				
8	11	103	0	96	6545	1	96	0	5958	1	96	0	5956	1	96	0	14604	1	96	0				
8	11	104	0	97	18683	1	97	0	18313	1	97	0	6537	1	97	0	18316	1	97	0	25014	1	102	0
8	11	105	0	97	14814	1	97	0	6542	1	97	0	6534	1	97	0	1610	1	97	0	25015	1	104	0
8	11	106	0	98	6548	1	98	0	6549	1	98	0	14607	1	98	0	6540	1	98	0	25017	1	106	0
8	11	107	0	99	14605	1	99	0	1655	1	99	0	5963	1	99	0	23922	1	99	0	25016	1	108	0
8	11	108	0	100	6802	1	100	0	14600	1	100	0	14601	1	100	0	14910	1	100	0	25070	1	110	0
10	17	109	0	11	5969	1	11	0	5972	1	19	0	5974	1	23	0								
10	17	110	0	17	5971	1	17	0	5970	1	21	0	18279	1	29	0								
10	17	111	0	25	5967	1	25	0	5978	1	27	0	22888	1	31	0	3961	1	37	0				
10	17	112	0	33	6717	1	33	0	6893	1	35	0	6732	1	39	0	26710	1	45	0				
10	17	113	0	41	18632	1	41	0	5989	1	43	0	21174	1	47	0	16851	1	53	0				
10	17	114	0	96	5968	1	96	0	6718	1	96	0	6719	1	96	0	18282	1	96	0				
10	17	115	0	96	6725	1	96	0	6720	1	96	0	6721	1	96	0	6727	1	96	0				
10	17	116	0	97	17567	1	97	0	22743	1	97	0	6723	1	97	0	5985	1	97	0	25160	1	102	0
10	17	117	0	97	5979	1	97	0	5977	1	97	0	6726	1	97	0	3978	1	97	0	25163	1	104	0
10	17	118	0	98	18634	1	98	0	14697	1	98	0	6724	1	98	0	3971	1	98	0	25166	1	106	0
10	17	119	0	99	5980	1	99	0	14694	1	99	0	14695	1	99	0	18626	1	99	0	25167	1	108	0
10	17	120	0	100	18635	1	100	0	14698	1	100	0	14699	1	100	0	18629	1	100	0	25171	1	110	0
10	18	121	0	11	6740	1	11	0	6741	1	19	0	5974	1	23	0								
10	18	122	0	17	5971	1	17	0	6743	1	21	0	18279	1	29	0								
10	18	123	0	25	6745	1	25	0	6748	1	27	0	5976	1	31	0	3961	1	37	0				
10	18	124	0	33	6749	1	33	0	6751	1	35	0	6753	1	39	0	6000	1	45	0				
10	18	125	0	41	18818	1	41	0	6898	1	43	0	5990	1	47	0	18296	1	53	0				
10	18	126	0	96	6755	1	96	0	6718	1	96	0	6719	1	96	0	3971	1	96	0				
10	18	127	0	96	6760	1	96	0	26717	1	96	0	6763	1	96	0	18634	1	96	0				
10	18	128	0	97	14677	1	97	0	6764	1	97	0	6895	1	97	0	18298	1	97	0	25160	1	102	0
10	18	129	0	97	6766	1	97	0	21835	1	97	0	6897	1	97	0	3984	1	97	0	25178	1	104	0
10	18	130	0	98	6770	1	98	0	6771	1	98	0	5977	1	98	0	6896	1	98	0	25166	1	106	0
10	18	131	0	99	6722	1	99	0	14676	1	99	0	14675	1	99	0	14674	1	99	0	25355	1	108	0
10	18	132	0	100	14680	1	100	0	14678	1	100	0	14679	1	100	0	14922	1	100	0	25175	1	110	0
6	13	133	0	11	6618	1	11	0	6877	1	19	0	6620	1	23	0								
6	13	134	0	17	6658	1	17	0	6622	1	21	0	6649	1	29	0								
6	13	135	0	25	6628	1	25	0	6629	1	27	0	6881	1	31	0	18306	1	37	0				
6	13	136	0	33	6627	1	33	0	21819	1	35	0	6879	1	39	0	18311	1	45	0				
6	13	137	0	41	6625	1	41	0	6630	1	43	0	6880	1	47	0	18312	1	53	0				
6	13	138	0	96	6632	1	96	0	6636	1	96	0	6637	1	96	0	14864	1	96	0				
6	13	139	0	96	22986	1	96	0	6644	1	96	0	18319	1	96	0	2218	1	96	0				
6	13	140	0	97	18320	1	97	0	19306	1	97	0	6878	1	97	0	18330	1	97	0	25040	1	102	0
6	13	141	0	97	18687	1	97	0	21302	1	97	0	18689	1	97	0	18328	1	97	0	25027	1	104	0
6	13	142	0	98	18690	1	98	0	6652	1	98	0	6619	1	98	0	2227	1	98	0	25038	1	106	0
6	13	143	0	99	14863	1	99	0	18325	1	99	0	14861	1	99	0	14862	1	99	0	25018	1	108	0
6	13	144	0	100	14859	1	100	0	18797	1	100	0	14865	1	100	0	15121	1	100	0	25043	1	110	0
6	14	145	0	11	6661	1	11	0	18800	1	19	0	6663	1	23	0								
6	14	146	0	17	6658	1	17	0	6659	1	21	0	6660	1	29	0								
6	14	147	0	25	6666	1	25	0	6668	1	27	0	6881	1	31	0	18306	1	37	0				
6	14	148	0	33	6885	1	33	0	6669	1	35	0	6879	1	39	0	18311	1	45	0				
6	14	149	0	41	6886	1	41	0	6883	1	43	0	6880	1	47	0	18312	1	53	0				
6	14	150	0	96	6670	1	96	0	6636	1	96	0	6637	1	96	0	6892	1	96	0				
6	14	151	0	96	6644	1	96	0	6673	1	96	0	18319	1	96	0	6043	1	96	0				
6	14	152	0	97	6674	1	97	0	6884	1	97	0	23456	1	97	0	21746	1	97	0	25046	1	102	0
6	14	153	0	97	24004	1	97	0	18688	1	97	0	18691	1	97	0	2234	1	97	0	25047	1	104	0
6	14	154	0	98	6641	1	98	0	6652	1	98	0	18883	1	98	0	18331	1	98	0	25052	1	106	0
6	14	155	0	99	14866	1	99	0	14867	1	99	0	14861	1	99	0	14862	1	99	0	25054	1	108	0
6	14	156	0	100	14868	1	100	0	14869	1	100	0	14865	1	100	0	15132	1	100	0	25058	1	110	0
5	10	157	0	11	5848	1	11	0	5849	1	19	0	6569	1	23	0								
5	10	158	0	17	18202	1	17	0	5868	1	21	0	5869	1	29	0								
5	10	159	0	25	5854	1	25	0	5852	1	27	0	5882	1	31	0	563	1	37	0				
5	10	160	0	33	5855	1	33	0	6571	1	35	0	5861	1	39	0	547	1	45	0				
5	10	161	0	41	5864	1	41	0	15745	1	43	0	21936	1	47	0	18621	1	53	0				
5	10	162	0	96	6556	1	96	0	6557	1	96	0	18620	1	96	0	23935	1	96	0				
5	10	163	0	96	18907	1	96	0	6558	1	96	0	6562	1	96	0	18467	1	96	0				
5	10	164	0	97	6561	1	97	0	6847	1	97	0	5866	1	97	0	13678	1	97	0	22732	1	102	0
5	10	165	0	97	6566	1	97	0	6567	1	97	0	24995	1	97	0	18468	1	97	0	24981	1	104	0
5	10	166	0	98	6779	1	98	0	6572	1	98	0	6575	1	98	0	14727	1	98	0	24996	1	106	0
5	10	167	0	99	6907	1	99	0	14934	1	99	0	18619	1	99	0	23457	1	99	0	25000	1	108	0
5	10	168	0	100	14705	1	100	0	14713	1	100	0	14715	1	100	0	21166	1	100	0	25006	1	110	0
5	9	169	0	11	5873	1	11	0	5879	1	19	0	5872	1	23	0								
5	9	170	0	17	5876	1	17	0	5871	1	21	0	21722	1	29	0								
5	9	171	0	25	5884	1	25	0	5875	1	27	0	5882	1	31	0	18210	1	37	0				
5	9	172	0	33	5881	1	33	0	18205	1	35	0	6571	1	39	0	22733	1	45	0				
5	9	173	0	41	5886	1	41	0	15745	1	43	0	5862	1	47	0	18621	1	53	0				
5	9	174	0	96	5887	1	96	0	5888	1	96	0	18475	1	96	0	5861	1	96	0				
5	9	175	0	96	5880	1	96	0	5877	1	96	0	6562	1	96	0	18204	1	96	0				
5	9	176	0	97	18206	1	97	0	5889	1	97	0	23932	1	97	0	566	1	97	0	24980	1	102	0
5	9	177	0	97	6566	1	97	0	6567	1	97	0	5874	1	97	0	5890	1	97	0	24981	1	104	0
5	9	178	0	98	5891	1	98	0	6572	1	98	0	6575	1	98	0	567	1	98	0	24985	1	106	0
5	9	179	0	99	6907	1	99	0	21269	1	99	0	18619	1	99	0	23458	1	99	0	24988	1	108	0
5	9	180	0	100	14728	1	100	0	14939	1	100	0	14730	1	100	0	18221	1	100	0	24990	1	110	0
7	16	181	0	11	6490	1	11	0	6491	1	19	0	6870	1	23	0								
7	16	182	0	17	6493	1	17	0	6492	1	21	0	18237	1	29	0								
7	16	183	0	25	6495	1	25	0	6498	1	27	0	6443	1	31	0	3115	1	37	0				
7	16	184	0	33	6888	1	33	0	6506	1	35	0	6507	1	39	0	3092	1	45	0				
7	16	185	0	41	6441	1	41	0	6504	1	43	0	6508	1	47	0	16902	1	53	0				
7	16	186	0	96	6778	1	96	0	6451	1	96	0	14811	1	96	0	20544	1	96	0				
7	16	187	0	96	6510	1	96	0	5719	1	96	0	6455	1	96	0	18249	1	96	0				
7	16	188	0	97	6890	1	97	0	24037	1	97	0	21961	1	97	0	16953	1	97	0	25134	1	102	0
7	16	189	0	97	6889	1	97	0	6461	1	97	0	6464	1	97	0	23642	1	97	0	25140	1	104	0
7	16	190	0	98	5715	1	98	0	5709	1	98	0	5728	1	98	0	17572	1	98	0	6452	1	106	0
7	16	191	0	99	14856	1	99	0	18664	1	99	0	14852	1	99	0	25141	1	99	0	25125	1	108	0
7	16	192	0	100	14857	1	100	0	14853	1	100	0	18241	1	100	0	18675	1	100	0	25151	1	110	0
7	15	193	0	11	6436	1	11	0	6437	1	19	0	6443	1	23	0								
7	15	194	0	17	6438	1	17	0	6473	1	21	0	21732	1	29	0								
7	15	195	0	25	5721	1	25	0	21724	1	27	0	18874	1	31	0	3115	1	37	0				
7	15	196	0	33	6459	1	33	0	6775	1	35	0	6776	1	39	0	3092	1	45	0				
7	15	197	0	41	6887	1	41	0	5722	1	43	0	6449	1	47	0	14851	1	53	0				
7	15	198	0	96	6874	1	96	0	6451	1	96	0	14811	1	96	0	5703	1	96	0				
7	15	199	0	96	6439	1	96	0	5719	1	96	0	21838	1	96	0	18248	1	96	0				
7	15	200	0	97	14854	1	97	0	6891	1	97	0	21959	1	97	0	18241	1	97	0	25116	1	102	0
7	15	201	0	97	6454	1	97	0	6461	1	97	0	6464	1	97	0	23642	1	97	0	25118	1	104	0
7	15	202	0	98	5715	1	98	0	5709	1	98	0	6468	1	98	0	17572	1	98	0	25119	1	106	0
7	15	203	0	99	14850	1	99	0	18664	1	99	0	14852	1	99	0	6452	1	99	0	25125	1	108	0
7	15	204	0	100	21826	1	100	0	14853	1	100	0	6446	1	100	0	18672	1	100	0	25132	1	110	0
9	19	205	0	11	6809	1	11	0	6812	1	19	0	6811	1	23	0								
9	19	206	0	17	26702	1	17	0	6813	1	21	0	6855	1	29	0								
9	19	207	0	25	21284	1	25	0	6833	1	27	0	6845	1	31	0	6337	1	37	0				
9	19	208	0	33	26701	1	33	0	6820	1	35	0	6821	1	39	0	5272	1	45	0				
9	19	209	0	41	6823	1	41	0	6836	1	43	0	6834	1	47	0	5360	1	53	0				
9	19	210	0	96	14628	1	96	0	6828	1	96	0	6829	1	96	0	6832	1	96	0				
9	19	211	0	96	6840	1	96	0	6810	1	96	0	6857	1	96	0	6830	1	96	0				
9	19	212	0	97	6818	1	97	0	6824	1	97	0	14633	1	97	0	6826	1	97	0	25184	1	102	0
9	19	213	0	97	18680	1	97	0	6822	1	97	0	6838	1	97	0	15212	1	97	0	25186	1	104	0
9	19	214	0	98	6843	1	98	0	6842	1	98	0	6814	1	98	0	15211	1	98	0	25192	1	106	0
9	19	215	0	99	14625	1	99	0	25182	1	99	0	6831	1	99	0	14626	1	99	0	25194	1	108	0
9	19	216	0	100	6839	1	100	0	5649	1	100	0	22032	1	100	0	14927	1	100	0	25197	1	110	0
21	20	217	0	11	13338	1	11	0	13320	1	19	0	13318	1	23	0								
21	20	218	0	17	13089	1	17	0	13121	1	21	0	13356	1	29	0								
21	20	219	0	25	13122	1	25	0	20509	1	27	0	23929	1	31	0	13136	1	37	0				
21	20	220	0	33	13120	1	33	0	13360	1	35	0	13138	1	39	0	13321	1	45	0				
21	20	221	0	41	13421	1	41	0	13422	1	43	0	13361	1	47	0	13113	1	53	0				
21	20	222	0	96	13132	1	96	0	13133	1	96	0	13368	1	96	0	13397	1	96	0				
21	20	223	0	96	13124	1	96	0	13363	1	96	0	13364	1	96	0	14838	1	96	0				
21	20	224	0	97	13098	1	97	0	13071	1	97	0	18723	1	97	0	13126	1	97	0	25216	1	102	0
21	20	225	0	97	13366	1	97	0	13073	1	97	0	13367	1	97	0	13418	1	97	0	13304	1	104	0
21	20	226	0	98	25715	1	98	0	13171	1	98	0	13420	1	98	0	13134	1	98	0	25219	1	106	0
21	20	227	0	99	26729	1	99	0	26897	1	99	0	14840	1	99	0	14841	1	99	0	25356	1	108	0
21	20	228	0	100	21749	1	100	0	14848	1	100	0	14849	1	100	0	15072	1	100	0	25213	1	110	0
21	21	229	0	11	13317	1	11	0	13374	1	19	0	13318	1	23	0								
21	21	230	0	17	13089	1	17	0	18354	1	21	0	13090	1	29	0								
21	21	231	0	25	13087	1	25	0	13357	1	27	0	13088	1	31	0	13372	1	37	0				
21	21	232	0	33	18978	1	33	0	13278	1	35	0	13086	1	39	0	13109	1	45	0				
21	21	233	0	41	22897	1	41	0	13414	1	43	0	21281	1	47	0	13111	1	53	0				
21	21	234	0	96	13132	1	96	0	24098	1	96	0	22025	1	96	0	13397	1	96	0				
21	21	235	0	96	14903	1	96	0	13152	1	96	0	13153	1	96	0	13321	1	96	0				
21	21	236	0	97	21282	1	97	0	13420	1	97	0	18723	1	97	0	13126	1	97	0	25203	1	102	0
21	21	237	0	97	13366	1	97	0	13073	1	97	0	13172	1	97	0	14839	1	97	0	26723	1	104	0
21	21	238	0	98	13304	1	98	0	13395	1	98	0	20984	1	98	0	13386	1	98	0	25210	1	106	0
21	21	239	0	99	14838	1	99	0	13418	1	99	0	14840	1	99	0	14841	1	99	0	25212	1	108	0
21	21	240	0	100	14842	1	100	0	14843	1	100	0	14849	1	100	0	15196	1	100	0	25213	1	110	0
22	22	241	0	11	14235	1	11	0	14236	1	19	0	14465	1	23	0								
22	22	242	0	17	14246	1	17	0	14321	1	21	0	18374	1	29	0								
22	22	243	0	25	14314	1	25	0	18704	1	27	0	24250	1	31	0	18381	1	37	0				
22	22	244	0	33	14280	1	33	0	18727	1	35	0	14285	1	39	0	14095	1	45	0				
22	22	245	0	41	14336	1	41	0	14309	1	43	0	14870	1	47	0	14871	1	53	0				
22	22	246	0	96	14282	1	96	0	14146	1	96	0	14152	1	96	0	14151	1	96	0				
22	22	247	0	96	14337	1	96	0	14313	1	96	0	14143	1	96	0	18711	1	96	0				
22	22	248	0	97	24036	1	97	0	14872	1	97	0	14873	1	97	0	14874	1	97	0	25220	1	102	0
22	22	249	0	97	18715	1	97	0	14163	1	97	0	14164	1	97	0	14438	1	97	0	25221	1	104	0
22	22	250	0	98	21751	1	98	0	14557	1	98	0	14167	1	98	0	18712	1	98	0	25224	1	106	0
22	22	251	0	99	14350	1	99	0	14466	1	99	0	14155	1	99	0	18705	1	99	0	25228	1	108	0
22	22	252	0	100	14441	1	100	0	14348	1	100	0	14468	1	100	0	15068	1	100	0	25229	1	110	0
22	23	253	0	11	14237	1	11	0	14238	1	19	0	14464	1	23	0								
22	23	254	0	17	14247	1	17	0	14373	1	21	0	18382	1	29	0								
22	23	255	0	25	23313	1	25	0	17521	1	27	0	14286	1	31	0	14256	1	37	0				
22	23	256	0	33	24020	1	33	0	14439	1	35	0	14285	1	39	0	14169	1	45	0				
22	23	257	0	41	14405	1	41	0	14164	1	43	0	14248	1	47	0	14254	1	53	0				
22	23	258	0	96	14384	1	96	0	14361	1	96	0	14253	1	96	0	14249	1	96	0				
22	23	259	0	96	14406	1	96	0	14313	1	96	0	14251	1	96	0	23678	1	96	0				
22	23	260	0	97	26728	1	97	0	22029	1	97	0	22797	1	97	0	14874	1	97	0	26772	1	102	0
22	23	261	0	97	14244	1	97	0	14163	1	97	0	14461	1	97	0	14470	1	97	0	25234	1	104	0
22	23	262	0	98	14359	1	98	0	14557	1	98	0	14167	1	98	0	18819	1	98	0	25235	1	106	0
22	23	263	0	99	14242	1	99	0	18718	1	99	0	14155	1	99	0	22808	1	99	0	25236	1	108	0
22	23	264	0	100	19308	1	100	0	22030	1	100	0	14442	1	100	0	15068	1	100	0	25229	1	110	0
23	24	265	0	11	16691	1	11	0	16692	1	19	0	17045	1	23	0								
23	24	266	0	17	16847	1	17	0	16777	1	21	0	16816	1	29	0								
23	24	267	0	25	26904	1	25	0	17042	1	27	0	21264	1	31	0	17054	1	37	0				
23	24	268	0	33	16779	1	33	0	16799	1	35	0	16750	1	39	0	16705	1	45	0				
23	24	269	0	41	25633	1	41	0	16722	1	43	0	16724	1	47	0	16726	1	53	0				
23	24	270	0	96	25259	1	96	0	16781	1	96	0	16748	1	96	0	21753	1	96	0				
23	24	271	0	96	16733	1	96	0	18625	1	96	0	17047	1	96	0	21858	1	96	0				
23	24	272	0	97	16728	1	97	0	16730	1	97	0	16731	1	97	0	17052	1	97	0	25254	1	102	0
23	24	273	0	97	16737	1	97	0	17048	1	97	0	16958	1	97	0	16739	1	97	0	25256	1	104	0
23	24	274	0	98	17056	1	98	0	16765	1	98	0	16957	1	98	0	16734	1	98	0	25258	1	106	0
23	24	275	0	99	16977	1	99	0	16911	1	99	0	16893	1	99	0	21955	1	99	0	26735	1	108	0
23	24	276	0	100	16912	1	100	0	16807	1	100	0	16846	1	100	0	25639	1	100	0	25095	1	110	0
24	25	277	0	11	20324	1	11	0	20333	1	19	0	20334	1	23	0								
24	25	278	0	17	20716	1	17	0	20335	1	21	0	20344	1	29	0								
24	25	279	0	25	20746	1	25	0	20718	1	27	0	20347	1	31	0	25267	1	37	0				
24	25	280	0	33	20348	1	33	0	20720	1	35	0	20721	1	39	0	20694	1	45	0				
