ID	ForceID	Genre	SetID	SubType	RepresentID	ColorID	RepresetID1	IconID	IsInShop	CollectionNeedPiece	CollectionNeedMoney	7daysRewards	PermanentCoin	StartTime	EndTime	Discount	DisStartTime	DisEndTime	DisRoleTypeMask	CanFreeTryOn	SubSetID	MatchHair
45	1	1	12	2	173	1	0	2089	0	130	500	24	4000	-1	-1					0		
46	1	1	12	6	173	1	0	2092	0	60	300	4	500	-1	-1					0		
47	1	1	12	9	173	1	0	2093	0	60	300	4	500	-1	-1					0		
48	1	1	12	10	173	1	0	2091	0	60	300	4	500	-1	-1					0		
49	1	1	13	2	173	3		2089	1			24	4000			90		1479366000				
50	1	1	13	6	173	3	0	2092	1			4	500	-1	-1	90		1479366000		0		
51	1	1	13	9	173	3	0	2093	1			4	500	-1	-1	90		1479366000		0		
52	1	1	13	10	173	3	0	2091	1			4	500	-1	-1	90		1479366000		0		
53	1	1	14	2	173	4	0	2089	1			24	4000	-1	-1	90		1479366000		0		
54	1	1	14	6	173	4	0	2092	1			4	500	-1	-1	90		1479366000		0		
55	1	1	14	9	173	4	0	2093	1			4	500	-1	-1	90		1479366000		0		
56	1	1	14	10	173	4	0	2091	1			4	500	-1	-1	90		1479366000		0		
57	1	1	15	2	174	1	0	1593	0	130	500	24	4000	-1	-1					0		
58	1	1	15	6	174	1	0	1596	0	60	300	4	500	-1	-1					0		
59	1	1	15	9	174	1	0	1597	0	60	300	4	500	-1	-1					0		
60	1	1	15	10	174	1	0	1595	0	60	300	4	500	-1	-1					0		
61	1	1	16	2	174	2	0	1593	1			24	4000	-1	-1	90		1479366000		0		
62	1	1	16	6	174	2	0	1596	1			4	500	-1	-1	90		1479366000		0		
63	1	1	16	9	174	2	0	1597	1			4	500	-1	-1	90		1479366000		0		
64	1	1	16	10	174	2	0	1595	1			4	500	-1	-1	90		1479366000		0		
65	1	1	17	2	174	3	0	1593	0	130	500	24	4000	-1	-1					0		
66	1	1	17	6	174	3	0	1596	0	60	300	4	500	-1	-1					0		
67	1	1	17	9	174	3	0	1597	0	60	300	4	500	-1	-1					0		
68	1	1	17	10	174	3	0	1595	0	60	300	4	500	-1	-1					0		
69	1	1	18	2	174	4	0	1593	0	130	500	24	4000	-1	-1					0		
70	1	1	18	6	174	4	0	1596	0	60	300	4	500	-1	-1					0		
71	1	1	18	9	174	4	0	1597	0	60	300	4	500	-1	-1					0		
72	1	1	18	10	174	4	0	1595	0	60	300	4	500	-1	-1					0		
73	1	1	19	2	176	1	0	2089	0	130	500	24	4000	-1	-1					0		
74	1	1	19	6	176	1	0	2092	0	60	300	4	500	-1	-1					0		
75	1	1	19	9	176	1	0	2093	0	60	300	4	500	-1	-1					0		
76	1	1	19	10	176	1	0	2091	0	60	300	4	500	-1	-1					0		
77	2	1	20	2	91	0		1623	0	130	500	24	4000									
78	2	1	20	6	91	0		1626	0	60	300	4	500									
79	2	1	20	9	91	0		1627	0	60	300	4	500									
80	2	1	20	10	91	0		1625	0	60	300	4	500									
81	2	1	20	3	91	0		1121	0	90	400	14	2500									
82	2	1	21	2	91	1		1623	0	130	500	24	4000									
83	2	1	21	6	91	1		1626	0	60	300	4	500									
84	2	1	21	9	91	1		1627	0	60	300	4	500									
85	2	1	21	10	91	1		1625	0	60	300	4	500									
86	2	1	21	3	91	1		1121	0	90	400	14	2500									
87	2	1	22	2	91	2		1623	0	130	500	24	4000									
88	2	1	22	6	91	2		1626	0	60	300	4	500									
89	2	1	22	9	91	2		1627	0	60	300	4	500									
90	2	1	22	10	91	2		1625	0	60	300	4	500									
91	2	1	22	3	91	2		1121	0	90	400	14	2500									
92	2	1	23	2	91	3		1623	1			24	4000			90		1479366000				
93	2	1	23	6	91	3		1626	1			4	500			90		1479366000				
94	2	1	23	9	91	3		1627	1			4	500			90		1479366000				
95	2	1	23	10	91	3		1625	1			4	500			90		1479366000				
96	2	1	23	3	91	3		1121	1			14	2500			90		1479366000				
97	2	1	24	2	91	4		1623	1			24	4000			90		1479366000				
98	2	1	24	6	91	4		1626	1			4	500			90		1479366000				
99	2	1	24	9	91	4		1627	1			4	500			90		1479366000				
100	2	1	24	10	91	4		1625	1			4	500			90		1479366000				
101	2	1	24	3	91	4		1121	1			14	2500			90		1479366000				
102	2	1	25	2	92	1		1628	0	130	500	24	4000									
103	2	1	25	6	92	1		1631	0	60	300	4	500									
104	2	1	25	9	92	1		1632	0	60	300	4	500									
105	2	1	25	10	92	1		1630	0	60	300	4	500									
106	2	1	25	3	92	1		1122	0	90	400	14	2500									
107	2	1	26	2	92	2		1628	0	130	500	24	4000									
108	2	1	26	6	92	2		1631	0	60	300	4	500									
109	2	1	26	9	92	2		1632	0	60	300	4	500									
110	2	1	26	10	92	2		1630	0	60	300	4	500									
111	2	1	26	3	92	2		1122	0	90	400	14	2500									
112	2	1	27	2	93	1		1634	0	130	500	24	4000									
113	2	1	27	6	93	1		1637	0	60	300	4	500									
114	2	1	27	9	93	1		1638	0	60	300	4	500									
115	2	1	27	10	93	1		1636	0	60	300	4	500									
116	2	1	27	3	93	1		1123	0	90	400	14	2500									
117	2	1	28	2	93	2		1634	0	130	500	24	4000									
118	2	1	28	6	93	2		1637	0	60	300	4	500									
119	2	1	28	9	93	2		1638	0	60	300	4	500									
120	2	1	28	10	93	2		1636	0	60	300	4	500									
121	2	1	28	3	93	2		1123	0	90	400	14	2500									
122	2	1	29	2	93	3		1634	1			24	4000			90		1479366000				
123	2	1	29	6	93	3		1637	1			4	500			90		1479366000				
124	2	1	29	9	93	3		1638	1			4	500			90		1479366000				
125	2	1	29	10	93	3		1636	1			4	500			90		1479366000				
126	2	1	29	3	93	3		1123	1			14	2500			90		1479366000				
127	2	1	30	2	93	4		1634	1			24	4000			90		1479366000				
128	2	1	30	6	93	4		1637	1			4	500			90		1479366000				
129	2	1	30	9	93	4		1638	1			4	500			90		1479366000				
130	2	1	30	10	93	4		1636	1			4	500			90		1479366000				
131	2	1	30	3	93	4		1123	1			14	2500			90		1479366000				
132	2	1	31	2	94	1		1639	0	130	500	24	4000									
133	2	1	31	6	94	1		1642	0	60	300	4	500									
134	2	1	31	9	94	1		1643	0	60	300	4	500									
135	2	1	31	10	94	1		1641	0	60	300	4	500									
136	2	1	31	3	94	1		1124	0	90	400	14	2500									
137	2	1	32	2	94	3		1639	1			24	4000			90		1479366000				
138	2	1	32	6	94	3		1642	1			4	500			90		1479366000				
139	2	1	32	9	94	3		1643	1			4	500			90		1479366000				
140	2	1	32	10	94	3		1641	1			4	500			90		1479366000				
141	2	1	32	3	94	3		1124	1			14	2500			90		1479366000				
142	2	1	33	2	94	4		1639	1			24	4000			90		1479366000				
143	2	1	33	6	94	4		1642	1			4	500			90		1479366000				
144	2	1	33	9	94	4		1643	1			4	500			90		1479366000				
145	2	1	33	10	94	4		1641	1			4	500			90		1479366000				
146	2	1	33	3	94	4		1124	1			14	2500			90		1479366000				
147	2	1	34	2	95	1		1623	0	130	500	24	4000									
148	2	1	34	6	95	1		1626	0	60	300	4	500									
149	2	1	34	9	95	1		1627	0	60	300	4	500									
150	2	1	34	10	95	1		1625	0	60	300	4	500									
151	2	1	34	3	95	1		1122	0	90	400	14	2500									
152	2	1	35	2	95	2		1623	1			24	4000			90		1479366000				
153	2	1	35	6	95	2		1626	1			4	500			90		1479366000				
154	2	1	35	9	95	2		1627	1			4	500			90		1479366000				
155	2	1	35	10	95	2		1625	1			4	500			90		1479366000				
156	2	1	35	3	95	2		1122	1			14	2500			90		1479366000				
157	2	1	36	2	95	3		1623	0	130	500	24	4000									
158	2	1	36	6	95	3		1626	0	60	300	4	500									
159	2	1	36	9	95	3		1627	0	60	300	4	500									
160	2	1	36	10	95	3		1625	0	60	300	4	500									
161	2	1	36	3	95	3		1122	0	90	400	14	2500									
162	2	1	37	2	95	4		1623	0	130	500	24	4000									
163	2	1	37	6	95	4		1626	0	60	300	4	500									
164	2	1	37	9	95	4		1627	0	60	300	4	500									
165	2	1	37	10	95	4		1625	0	60	300	4	500									
166	2	1	37	3	95	4		1122	0	90	400	14	2500									
167	2	1	38	2	98	1		1639	0	130	500	24	4000									
168	2	1	38	6	98	1		1642	0	60	300	4	500									
169	2	1	38	9	98	1		1643	0	60	300	4	500									
170	2	1	38	10	98	1		1641	0	60	300	4	500									
171	2	1	38	3	98	1		1124	0	90	400	14	2500									
172	3	1	39	2	81	0		1603	0	130	500	24	4000									
173	3	1	39	6	81	0		1606	0	60	300	4	500									
174	3	1	39	9	81	0		1607	0	60	300	4	500									
175	3	1	39	10	81	0		1605	0	60	300	4	500									
176	3	1	39	3	81	0		1117	0	90	400	14	2500									
177	3	1	40	2	81	1		1603	0	130	500	24	4000									
178	3	1	40	6	81	1		1606	0	60	300	4	500									
179	3	1	40	9	81	1		1607	0	60	300	4	500									
180	3	1	40	10	81	1		1605	0	60	300	4	500									
181	3	1	40	3	81	1		1117	0	90	400	14	2500									
182	3	1	41	2	81	2		1603	0	130	500	24	4000									
183	3	1	41	6	81	2		1606	0	60	300	4	500									
184	3	1	41	9	81	2		1607	0	60	300	4	500									
185	3	1	41	10	81	2		1605	0	60	300	4	500									
186	3	1	41	3	81	2		1117	0	90	400	14	2500									
187	3	1	42	2	81	3		1603	1			24	4000			90		1479366000				
188	3	1	42	6	81	3		1606	1			4	500			90		1479366000				
189	3	1	42	9	81	3		1607	1			4	500			90		1479366000				
190	3	1	42	10	81	3		1605	1			4	500			90		1479366000				
191	3	1	42	3	81	3		1117	1			14	2500			90		1479366000				
192	3	1	43	2	81	4		1603	1			24	4000			90		1479366000				
193	3	1	43	6	81	4		1606	1			4	500			90		1479366000				
194	3	1	43	9	81	4		1607	1			4	500			90		1479366000				
195	3	1	43	10	81	4		1605	1			4	500			90		1479366000				
196	3	1	43	3	81	4		1117	1			14	2500			90		1479366000				
197	3	1	44	2	82	1		1608	0	130	500	24	4000									
198	3	1	44	6	82	1		1611	0	60	300	4	500									
199	3	1	44	9	82	1		1612	0	60	300	4	500									
200	3	1	44	10	82	1		1610	0	60	300	4	500									
201	3	1	44	3	82	1		1118	0	90	400	14	2500									
202	3	1	45	2	82	2		1608	0	130	500	24	4000									
203	3	1	45	6	82	2		1611	0	60	300	4	500									
204	3	1	45	9	82	2		1612	0	60	300	4	500									
205	3	1	45	10	82	2		1610	0	60	300	4	500									
206	3	1	45	3	82	2		1118	0	90	400	14	2500									
207	3	1	46	2	83	1		1613	0	130	500	24	4000									
208	3	1	46	6	83	1		1616	0	60	300	4	500									
209	3	1	46	9	83	1		1617	0	60	300	4	500									
210	3	1	46	10	83	1		1615	0	60	300	4	500									
211	3	1	46	3	83	1		1119	0	90	400	14	2500									
212	3	1	47	2	83	2		1613	0	130	500	24	4000									
213	3	1	47	6	83	2		1616	0	60	300	4	500									
214	3	1	47	9	83	2		1617	0	60	300	4	500									
215	3	1	47	10	83	2		1615	0	60	300	4	500									
216	3	1	47	3	83	2		1119	0	90	400	14	2500									
217	3	1	48	2	83	3		1613	1			24	4000			90		1479366000				
218	3	1	48	6	83	3		1616	1			4	500			90		1479366000				
219	3	1	48	9	83	3		1617	1			4	500			90		1479366000				
220	3	1	48	10	83	3		1615	1			4	500			90		1479366000				
221	3	1	48	3	83	3		1119	1			14	2500			90		1479366000				
222	3	1	49	2	83	4		1613	1			24	4000			90		1479366000				
223	3	1	49	6	83	4		1616	1			4	500			90		1479366000				
224	3	1	49	9	83	4		1617	1			4	500			90		1479366000				
225	3	1	49	10	83	4		1615	1			4	500			90		1479366000				
226	3	1	49	3	83	4		1119	1			14	2500			90		1479366000				
227	3	1	50	2	84	1		1618	0	130	500	24	4000									
228	3	1	50	6	84	1		1621	0	60	300	4	500									
229	3	1	50	9	84	1		1622	0	60	300	4	500									
230	3	1	50	10	84	1		1620	0	60	300	4	500									
231	3	1	50	3	84	1		1120	0	90	400	14	2500									
232	3	1	51	2	84	3		1618	1			24	4000			90		1479366000				
233	3	1	51	6	84	3		1621	1			4	500			90		1479366000				
234	3	1	51	9	84	3		1622	1			4	500			90		1479366000				
235	3	1	51	10	84	3		1620	1			4	500			90		1479366000				
236	3	1	51	3	84	3		1120	1			14	2500			90		1479366000				
237	3	1	52	2	84	4		1618	1			24	4000			90		1479366000				
238	3	1	52	6	84	4		1621	1			4	500			90		1479366000				
239	3	1	52	9	84	4		1622	1			4	500			90		1479366000				
240	3	1	52	10	84	4		1620	1			4	500			90		1479366000				
241	3	1	52	3	84	4		1120	1			14	2500			90		1479366000				
242	3	1	53	2	85	1		1603	0	130	500	24	4000									
243	3	1	53	6	85	1		1606	0	60	300	4	500									
244	3	1	53	9	85	1		1607	0	60	300	4	500									
245	3	1	53	10	85	1		1605	0	60	300	4	500									
246	3	1	53	3	85	1		1118	0	90	400	14	2500									
247	3	1	54	2	85	2		1603	1			24	4000			90		1479366000				
248	3	1	54	6	85	2		1606	1			4	500			90		1479366000				
249	3	1	54	9	85	2		1607	1			4	500			90		1479366000				
250	3	1	54	10	85	2		1605	1			4	500			90		1479366000				
251	3	1	54	3	85	2		1118	1			14	2500			90		1479366000				
252	3	1	55	2	85	3		1603	0	130	500	24	4000									
253	3	1	55	6	85	3		1606	0	60	300	4	500									
254	3	1	55	9	85	3		1607	0	60	300	4	500									
255	3	1	55	10	85	3		1605	0	60	300	4	500									
256	3	1	55	3	85	3		1118	0	90	400	14	2500									
257	3	1	56	2	85	4		1603	0	130	500	24	4000									
258	3	1	56	6	85	4		1606	0	60	300	4	500									
259	3	1	56	9	85	4		1607	0	60	300	4	500									
260	3	1	56	10	85	4		1605	0	60	300	4	500									
261	3	1	56	3	85	4		1118	0	90	400	14	2500									
262	3	1	57	2	126	1		1618	0	130	500	24	4000									
263	3	1	57	6	126	1		1621	0	60	300	4	500									
264	3	1	57	9	126	1		1622	0	60	300	4	500									
265	3	1	57	10	126	1		1620	0	60	300	4	500									
266	3	1	57	3	126	1		1120	0	90	400	14	2500									
267	4	1	58	2	51	0		1556	0	130	500	24	4000									
268	4	1	58	6	51	0		1559	0	60	300	4	500									
269	4	1	58	9	51	0		1560	0	60	300	4	500									
270	4	1	58	10	51	0		1558	0	60	300	4	500									
271	4	1	58	3	51	0		1132	0	90	400	14	2500									
272	4	1	59	2	51	1		1556	0	130	500	24	4000									
273	4	1	59	6	51	1		1559	0	60	300	4	500									
274	4	1	59	9	51	1		1560	0	60	300	4	500									
275	4	1	59	10	51	1		1558	0	60	300	4	500									
276	4	1	59	3	51	1		1132	0	90	400	14	2500									
277	4	1	60	2	51	2		1556	0	130	500	24	4000									
278	4	1	60	6	51	2		1559	0	60	300	4	500									
279	4	1	60	9	51	2		1560	0	60	300	4	500									
280	4	1	60	10	51	2		1558	0	60	300	4	500									
281	4	1	60	3	51	2		1132	0	90	400	14	2500									
282	4	1	61	2	51	3		1556	1			24	4000			90		1479366000				
283	4	1	61	6	51	3		1559	1			4	500			90		1479366000				
284	4	1	61	9	51	3		1560	1			4	500			90		1479366000				
285	4	1	61	10	51	3		1558	1			4	500			90		1479366000				
286	4	1	61	3	51	3		1132	1			14	2500			90		1479366000				
287	4	1	62	2	51	4		1556	1			24	4000			90		1479366000				
288	4	1	62	6	51	4		1559	1			4	500			90		1479366000				
289	4	1	62	9	51	4		1560	1			4	500			90		1479366000				
290	4	1	62	10	51	4		1558	1			4	500			90		1479366000				
291	4	1	62	3	51	4		1132	1			14	2500			90		1479366000				
292	4	1	63	2	52	1		1561	0	130	500	24	4000									
293	4	1	63	6	52	1		1564	0	60	300	4	500									
294	4	1	63	9	52	1		1565	0	60	300	4	500									
295	4	1	63	10	52	1		1563	0	60	300	4	500									
296	4	1	63	3	52	1		1134	0	90	400	14	2500									
297	4	1	64	2	52	2		1561	0	130	500	24	4000									
298	4	1	64	6	52	2		1564	0	60	300	4	500									
299	4	1	64	9	52	2		1565	0	60	300	4	500									
300	4	1	64	10	52	2		1563	0	60	300	4	500									
301	4	1	64	3	52	2		1134	0	90	400	14	2500									
302	4	1	65	2	52	4		1561	0	130	500	24	4000									
303	4	1	65	6	52	4		1564	0	60	300	4	500									
304	4	1	65	9	52	4		1565	0	60	300	4	500									
305	4	1	65	10	52	4		1563	0	60	300	4	500									
306	4	1	65	3	52	4		1134	0	90	400	14	2500									
307	4	1	66	2	53	1		1566	0	130	500	24	4000									
308	4	1	66	6	53	1		1569	0	60	300	4	500									
309	4	1	66	9	53	1		1570	0	60	300	4	500									
310	4	1	66	10	53	1		1568	0	60	300	4	500									
311	4	1	66	3	53	1		1135	0	90	400	14	2500									
312	4	1	67	2	53	2		1566	0	130	500	24	4000									
313	4	1	67	6	53	2		1569	0	60	300	4	500									
314	4	1	67	9	53	2		1570	0	60	300	4	500									
315	4	1	67	10	53	2		1568	0	60	300	4	500									
316	4	1	67	3	53	2		1135	0	90	400	14	2500									
317	4	1	68	2	53	3		1566	1			24	4000			90		1479366000				
318	4	1	68	6	53	3		1569	1			4	500			90		1479366000				
319	4	1	68	9	53	3		1570	1			4	500			90		1479366000				
320	4	1	68	10	53	3		1568	1			4	500			90		1479366000				
321	4	1	68	3	53	3		1135	1			14	2500			90		1479366000				
322	4	1	69	2	53	4		1566	1			24	4000			90		1479366000				
323	4	1	69	6	53	4		1569	1			4	500			90		1479366000				
324	4	1	69	9	53	4		1570	1			4	500			90		1479366000				
325	4	1	69	10	53	4		1568	1			4	500			90		1479366000				
326	4	1	69	3	53	4		1135	1			14	2500			90		1479366000				
327	4	1	70	2	54	1		1571	0	130	500	24	4000									
328	4	1	70	6	54	1		1574	0	60	300	4	500									
329	4	1	70	9	54	1		1575	0	60	300	4	500									
330	4	1	70	10	54	1		1573	0	60	300	4	500									
331	4	1	70	3	54	1		1133	0	90	400	14	2500									
332	4	1	71	2	54	3		1571	1			24	4000			90		1479366000				
333	4	1	71	6	54	3		1574	1			4	500			90		1479366000				
334	4	1	71	9	54	3		1575	1			4	500			90		1479366000				
335	4	1	71	10	54	3		1573	1			4	500			90		1479366000				
336	4	1	71	3	54	3		1133	1			14	2500			90		1479366000				
337	4	1	72	2	54	4		1571	1			24	4000			90		1479366000				
338	4	1	72	6	54	4		1574	1			4	500			90		1479366000				
339	4	1	72	9	54	4		1575	1			4	500			90		1479366000				
340	4	1	72	10	54	4		1573	1			4	500			90		1479366000				
341	4	1	72	3	54	4		1133	1			14	2500			90		1479366000				
342	4	1	73	2	55	1		1561	0	130	500	24	4000									
343	4	1	73	6	55	1		1559	0	60	300	4	500									
344	4	1	73	9	55	1		1560	0	60	300	4	500									
345	4	1	73	10	55	1		1558	0	60	300	4	500									
346	4	1	73	3	55	1		1134	0	90	400	14	2500									
347	4	1	74	2	55	2		1561	1			24	4000			90		1479366000				
348	4	1	74	6	55	2		1559	1			4	500			90		1479366000				
349	4	1	74	9	55	2		1560	1			4	500			90		1479366000				
350	4	1	74	10	55	2		1558	1			4	500			90		1479366000				
351	4	1	74	3	55	2		1134	1			14	2500			90		1479366000				
352	4	1	75	2	55	3		1561	0	130	500	24	4000									
353	4	1	75	6	55	3		1559	0	60	300	4	500									
354	4	1	75	9	55	3		1560	0	60	300	4	500									
355	4	1	75	10	55	3		1558	0	60	300	4	500									
356	4	1	75	3	55	3		1134	0	90	400	14	2500									
357	4	1	76	2	55	4		1561	0	130	500	24	4000									
358	4	1	76	6	55	4		1559	0	60	300	4	500									
359	4	1	76	9	55	4		1560	0	60	300	4	500									
360	4	1	76	10	55	4		1558	0	60	300	4	500									
361	4	1	76	3	55	4		1134	0	90	400	14	2500									
362	4	1	77	2	101	1		1571	0	130	500	24	4000									
363	4	1	77	6	101	1		1574	0	60	300	4	500									
364	4	1	77	9	101	1		1575	0	60	300	4	500									
365	4	1	77	10	101	1		1573	0	60	300	4	500									
366	4	1	77	3	101	1		1133	0	90	400	14	2500									
367	5	1	78	2	61	0		1583	0	130	500	24	4000									
368	5	1	78	6	61	0		1586	0	60	300	4	500									
369	5	1	78	9	61	0		1587	0	60	300	4	500									
370	5	1	78	10	61	0		1585	0	60	300	4	500									
371	5	1	78	3	61	0		497	0	90	400	14	2500									
372	5	1	79	2	61	1		1583	0	130	500	24	4000									
373	5	1	79	6	61	1		1586	0	60	300	4	500									
374	5	1	79	9	61	1		1587	0	60	300	4	500									
375	5	1	79	10	61	1		1585	0	60	300	4	500									
376	5	1	79	3	61	1		497	0	90	400	14	2500									
377	5	1	80	2	61	2		1583	0	130	500	24	4000									
378	5	1	80	6	61	2		1586	0	60	300	4	500									
379	5	1	80	9	61	2		1587	0	60	300	4	500									
380	5	1	80	10	61	2		1585	0	60	300	4	500									
381	5	1	80	3	61	2		497	0	90	400	14	2500									
382	5	1	81	2	61	3		1583	1			24	4000			90		1479366000				
383	5	1	81	6	61	3		1586	1			4	500			90		1479366000				
384	5	1	81	9	61	3		1587	1			4	500			90		1479366000				
385	5	1	81	10	61	3		1585	1			4	500			90		1479366000				
386	5	1	81	3	61	3		497	1			14	2500			90		1479366000				
387	5	1	82	2	61	4		1583	1			24	4000			90		1479366000				
388	5	1	82	6	61	4		1586	1			4	500			90		1479366000				
389	5	1	82	9	61	4		1587	1			4	500			90		1479366000				
390	5	1	82	10	61	4		1585	1			4	500			90		1479366000				
391	5	1	82	3	61	4		497	1			14	2500			90		1479366000				
392	5	1	83	2	62	1		1588	0	130	500	24	4000									
393	5	1	83	6	62	1		1591	0	60	300	4	500									
394	5	1	83	9	62	1		1592	0	60	300	4	500									
395	5	1	83	10	62	1		1590	0	60	300	4	500									
396	5	1	83	3	62	1		1136	0	90	400	14	2500									
397	5	1	84	2	62	2		1588	0	130	500	24	4000									
398	5	1	84	6	62	2		1591	0	60	300	4	500									
399	5	1	84	9	62	2		1592	0	60	300	4	500									
400	5	1	84	10	62	2		1590	0	60	300	4	500									
401	5	1	84	3	62	2		1136	0	90	400	14	2500									
402	5	1	85	2	63	1		2072	0	130	500	24	4000									
403	5	1	85	6	63	1		2075	0	60	300	4	500									
404	5	1	85	9	63	1		2076	0	60	300	4	500									
405	5	1	85	10	63	1		2074	0	60	300	4	500									
406	5	1	85	3	63	1		2077	0	90	400	14	2500									
407	5	1	86	2	63	2		2072	0	130	500	24	4000									
408	5	1	86	6	63	2		2075	0	60	300	4	500									
409	5	1	86	9	63	2		2076	0	60	300	4	500									
410	5	1	86	10	63	2		2074	0	60	300	4	500									
411	5	1	86	3	63	2		2077	0	90	400	14	2500									
412	5	1	87	2	63	3		2072	1			24	4000			90		1479366000				
413	5	1	87	6	63	3		2075	1			4	500			90		1479366000				
414	5	1	87	9	63	3		2076	1			4	500			90		1479366000				
415	5	1	87	10	63	3		2074	1			4	500			90		1479366000				
416	5	1	87	3	63	3		2077	1			14	2500			90		1479366000				
417	5	1	88	2	63	4		2072	1			24	4000			90		1479366000				
418	5	1	88	6	63	4		2075	1			4	500			90		1479366000				
419	5	1	88	9	63	4		2076	1			4	500			90		1479366000				
420	5	1	88	10	63	4		2074	1			4	500			90		1479366000				
421	5	1	88	3	63	4		2077	1			14	2500			90		1479366000				
422	5	1	89	2	64	1		2078	0	130	500	24	4000									
423	5	1	89	6	64	1		2081	0	60	300	4	500									
424	5	1	89	9	64	1		2082	0	60	300	4	500									
425	5	1	89	10	64	1		2080	0	60	300	4	500									
426	5	1	89	3	64	1		2083	0	90	400	14	2500									
427	5	1	90	2	64	3		2078	1			24	4000			90		1479366000				
428	5	1	90	6	64	3		2081	1			4	500			90		1479366000				
429	5	1	90	9	64	3		2082	1			4	500			90		1479366000				
430	5	1	90	10	64	3		2080	1			4	500			90		1479366000				
431	5	1	90	3	64	3		2083	1			14	2500			90		1479366000				
432	5	1	91	2	64	4		2078	1			24	4000			90		1479366000				
433	5	1	91	6	64	4		2081	1			4	500			90		1479366000				
434	5	1	91	9	64	4		2082	1			4	500			90		1479366000				
435	5	1	91	10	64	4		2080	1			4	500			90		1479366000				
436	5	1	91	3	64	4		2083	1			14	2500			90		1479366000				
437	5	1	92	2	65	1		1583	0	130	500	24	4000									
