uiId,iconID,name,menpai,xinfa,type,quality,score,body,spirit,strength,agility,spunk,basicPhysicsShield,basicMagicShield,damageBase,damageRange,attackSpeed,physicsShield,magicShield,dodge,parryBase,parryValue,toughness,attack,heal,crit,critEffect,overcome,acce,hit,strain,huajing,threat,texiao,xiangqian,strengthen,dropSource,originalId
任务,11358,湘蘋束带,0,6,10,1260,1587,220,80,0,0,0,21,26,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,,2D41D00,6,任务,armor-41052
任务,11358,吉士革带,0,7,10,1260,1587,318,0,0,0,0,26,26,0,0,0,41,0,204,0,0,0,0,0,0,0,0,0,163,81,0,121,,2D03D47,6,任务,armor-41053
任务,11361,归宁靴,0,3,5,1260,1587,220,80,0,0,0,21,26,0,0,0,0,0,0,0,0,0,227,0,0,0,407,0,0,0,0,0,,2D10D05,6,任务,armor-41054
任务,11361,燕音鞋,0,2,5,1260,1587,220,0,0,0,80,21,26,0,0,0,0,0,0,0,0,0,227,0,0,0,407,0,0,0,0,0,,2D37D05,6,任务,armor-41055
任务,11361,赤鲂靴,0,4,5,1260,1587,220,0,80,0,0,26,21,0,0,0,0,0,0,0,0,0,190,0,0,0,407,0,0,0,0,0,,2D06D05,6,任务,armor-41056
任务,11361,阆风履,0,5,5,1260,1587,220,0,0,80,0,26,21,0,0,0,0,0,0,0,0,0,190,0,0,0,407,0,0,0,0,0,,2D06D05,6,任务,armor-41057
任务,11361,湘蘋履,0,6,5,1260,1587,220,80,0,0,0,21,26,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,,2D10D39,6,任务,armor-41058
任务,11361,吉士靴,0,7,5,1260,1587,318,0,0,0,0,26,26,0,0,0,41,0,0,204,1177,0,0,0,0,0,0,0,163,81,0,121,,2D44D47,6,任务,armor-41059
任务,11359,归宁裤,0,3,7,1260,2268,314,115,0,0,0,37,46,0,0,0,0,0,0,0,0,0,325,0,0,0,582,0,0,0,0,0,,2D03D00,6,任务,armor-41060
任务,11359,燕音裳,0,2,7,1260,2268,314,0,0,0,115,37,46,0,0,0,0,0,0,0,0,0,325,0,0,0,582,0,0,0,0,0,,2D03D01,6,任务,armor-41061
任务,11359,赤鲂裤,0,4,7,1260,2268,314,0,115,0,0,46,37,0,0,0,0,0,0,0,0,0,271,0,0,0,582,0,0,0,0,0,,2D03D02,6,任务,armor-41062
任务,11359,阆风护腿,0,5,7,1260,2268,314,0,0,115,0,46,37,0,0,0,0,0,0,0,0,0,271,0,0,0,582,0,0,0,0,0,,2D03D04,6,任务,armor-41063
任务,11359,湘蘋裳,0,6,7,1260,2268,314,115,0,0,0,37,46,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0,,2D05D41,6,任务,armor-41064
任务,11359,吉士护腿,0,7,7,1260,2268,454,0,0,0,0,46,46,0,0,0,58,0,0,175,1682,116,0,0,0,0,0,0,0,116,0,121,,2D03D42,6,任务,armor-41065
任务,11360,归宁帽,0,3,9,1260,2041,283,103,0,0,0,33,41,0,0,0,0,0,0,0,0,0,225,0,0,0,440,0,209,0,0,0,,2D00D39,6,任务,armor-41066
任务,11360,燕音冠,0,2,9,1260,2041,283,0,0,0,103,33,41,0,0,0,0,0,0,0,0,0,225,0,0,0,440,0,209,0,0,0,,2D01D39,6,任务,armor-41067
任务,11360,赤鲂盔,0,4,9,1260,2041,283,0,103,0,0,41,33,0,0,0,0,0,0,0,0,0,187,0,0,0,440,0,209,0,0,0,,2D02D39,6,任务,armor-41068
任务,11360,阆风帽,0,5,9,1260,2041,283,0,0,103,0,41,33,0,0,0,0,0,0,0,0,0,187,0,0,0,440,0,209,0,0,0,,2D04D39,6,任务,armor-41069
任务,11360,湘蘋簪,0,6,9,1260,2041,283,103,0,0,0,33,41,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,,2D41D00,6,任务,armor-41070
任务,11360,吉士帽,0,7,9,1260,2041,408,0,0,0,0,41,41,0,0,0,209,0,0,0,0,105,0,0,0,0,0,0,0,105,0,121,,2D03D42,6,任务,armor-41071
任务,11356,归宁袍,0,3,8,1260,2268,314,115,0,0,0,41,52,0,0,0,0,0,0,0,0,0,250,0,0,0,489,0,233,0,0,0,,2D00D39,6,任务,armor-41072
任务,11356,燕音帔,0,2,8,1260,2268,314,0,0,0,115,41,52,0,0,0,0,0,0,0,0,0,250,0,0,0,489,0,233,0,0,0,,2D01D39,6,任务,armor-41073
任务,11356,赤鲂软胄,0,4,8,1260,2268,314,0,115,0,0,52,41,0,0,0,0,0,0,0,0,0,208,0,0,0,489,0,233,0,0,0,,2D02D39,6,任务,armor-41074
任务,11356,阆风麾,0,5,8,1260,2268,314,0,0,115,0,52,41,0,0,0,0,0,0,0,0,0,208,0,0,0,489,0,233,0,0,0,,2D04D39,6,任务,armor-41075
任务,11356,湘蘋罗杉,0,6,8,1260,2268,314,115,0,0,0,41,52,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0,,2D39D41,6,任务,armor-41076
任务,11356,吉士护颈,0,7,8,1260,2268,454,0,0,0,0,52,52,0,0,0,349,0,0,0,0,0,0,0,0,0,0,233,0,116,0,121,,2D47D03,6,任务,armor-41077
任务,5876,夙星袖,0,3,6,1500,1889,262,96,0,0,0,34,43,0,0,0,0,0,0,0,0,0,208,0,0,0,407,0,194,0,0,0,,2D39D27,6,任务,armor-41078
任务,5876,寤寐护手,0,2,6,1500,1889,262,0,0,0,96,34,43,0,0,0,0,0,0,0,0,0,208,0,0,0,407,0,194,0,0,0,,2D39D27,6,任务,armor-41079
任务,5876,旌荣臂甲,0,4,6,1500,1889,262,0,96,0,0,43,34,0,0,0,0,0,0,0,0,0,174,0,0,0,407,0,194,0,0,0,,2D39D18,6,任务,armor-41080
任务,5876,方慕袖,0,5,6,1500,1889,262,0,0,96,0,43,34,0,0,0,0,0,0,0,0,0,174,0,0,0,407,0,194,0,0,0,,2D39D18,6,任务,armor-41081
任务,5876,遥夕袖,0,6,6,1500,1889,262,96,0,0,0,34,43,0,0,0,0,0,0,0,0,0,0,188,349,0,0,0,0,0,0,0,,2D10D39,6,任务,armor-41082
任务,5876,鱼丽护手,0,7,6,1500,1889,378,0,0,0,0,43,43,0,0,0,291,0,0,0,0,0,0,0,0,0,0,194,0,97,0,144,,2D42D45,6,任务,armor-41083
任务,5877,夙星缠,0,3,10,1500,1889,262,96,0,0,0,25,31,0,0,0,0,0,0,0,0,0,208,0,0,0,407,0,194,0,0,0,,2D39D00,6,任务,armor-41084
任务,5877,寤寐腰带,0,2,10,1500,1889,262,0,0,0,96,25,31,0,0,0,0,0,0,0,0,0,208,0,0,0,407,0,194,0,0,0,,2D39D01,6,任务,armor-41085
任务,5877,旌荣腰带,0,4,10,1500,1889,262,0,96,0,0,31,25,0,0,0,0,0,0,0,0,0,174,0,0,0,407,0,194,0,0,0,,2D39D02,6,任务,armor-41086
任务,5877,方慕腰带,0,5,10,1500,1889,262,0,0,96,0,31,25,0,0,0,0,0,0,0,0,0,174,0,0,0,407,0,194,0,0,0,,2D39D04,6,任务,armor-41087
任务,5877,遥夕缠,0,6,10,1500,1889,262,96,0,0,0,25,31,0,0,0,0,0,0,0,0,0,0,188,349,0,0,0,0,0,0,0,,2D31D39,6,任务,armor-41088
任务,5877,鱼丽护腰,0,7,10,1500,1889,378,0,0,0,0,31,31,0,0,0,194,0,0,0,0,97,0,0,0,0,0,0,0,97,0,144,,2D03D47,6,任务,armor-41089
任务,5880,夙星屐,0,3,5,1500,1889,262,96,0,0,0,25,31,0,0,0,0,0,0,0,0,0,208,0,0,0,407,0,194,0,0,0,,2D20D05,6,任务,armor-41090
任务,5880,寤寐鞋,0,2,5,1500,1889,262,0,0,0,96,25,31,0,0,0,0,0,0,0,0,0,208,0,0,0,407,0,194,0,0,0,,2D36D05,6,任务,armor-41091
任务,5880,旌荣战靴,0,4,5,1500,1889,262,0,96,0,0,31,25,0,0,0,0,0,0,0,0,0,174,0,0,0,407,0,194,0,0,0,,2D09D05,6,任务,armor-41092
任务,5880,方慕鞋,0,5,5,1500,1889,262,0,0,96,0,31,25,0,0,0,0,0,0,0,0,0,174,0,0,0,407,0,194,0,0,0,,2D09D05,6,任务,armor-41093
任务,5880,遥夕屐,0,6,5,1500,1889,262,96,0,0,0,25,31,0,0,0,0,0,0,0,0,0,0,188,349,0,0,0,0,0,0,0,,2D39D00,6,任务,armor-41094
任务,5880,鱼丽战靴,0,7,5,1500,1889,378,0,0,0,0,31,31,0,0,0,48,242,0,0,0,0,0,0,0,0,0,0,194,97,0,144,,2D03D47,6,任务,armor-41095
任务,5879,夙星裳,0,3,7,1500,2700,374,137,0,0,0,44,55,0,0,0,0,0,0,0,0,0,298,0,0,0,582,0,277,0,0,0,,2D03D36,6,任务,armor-41096
任务,5879,寤寐裤,0,2,7,1500,2700,374,0,0,0,137,44,55,0,0,0,0,0,0,0,0,0,298,0,0,0,582,0,277,0,0,0,,2D03D36,6,任务,armor-41097
任务,5879,旌荣护腿,0,4,7,1500,2700,374,0,137,0,0,55,44,0,0,0,0,0,0,0,0,0,248,0,0,0,582,0,277,0,0,0,,2D03D36,6,任务,armor-41098
任务,5879,方慕裤,0,5,7,1500,2700,374,0,0,137,0,55,44,0,0,0,0,0,0,0,0,0,248,0,0,0,582,0,277,0,0,0,,2D03D36,6,任务,armor-41099
任务,5879,遥夕裳,0,6,7,1500,2700,374,137,0,0,0,44,55,0,0,0,0,0,0,0,0,0,0,268,499,0,0,0,0,0,0,0,,2D41D39,6,任务,armor-41100
任务,5879,鱼丽劲装,0,7,7,1500,2700,540,0,0,0,0,55,55,0,0,0,0,277,0,0,0,138,0,0,0,0,0,0,0,138,0,144,,2D42D47,6,任务,armor-41101
任务,5875,夙星冠,0,3,9,1500,2430,337,123,0,0,0,39,49,0,0,0,0,0,0,0,0,0,268,0,524,0,0,0,249,0,0,0,,2D39D27,6,任务,armor-41102
任务,5875,寤寐帽,0,2,9,1500,2430,337,0,0,0,123,39,49,0,0,0,0,0,0,0,0,0,268,0,524,0,0,0,249,0,0,0,,2D39D27,6,任务,armor-41103
任务,5875,旌荣盔,0,4,9,1500,2430,337,0,123,0,0,49,39,0,0,0,0,0,0,0,0,0,223,0,524,0,0,0,249,0,0,0,,2D39D18,6,任务,armor-41104
任务,5875,方慕巾,0,5,9,1500,2430,337,0,0,123,0,49,39,0,0,0,0,0,0,0,0,0,223,0,524,0,0,0,249,0,0,0,,2D39D18,6,任务,armor-41105
任务,5875,遥夕簪,0,6,9,1500,2430,337,123,0,0,0,39,49,0,0,0,0,0,0,0,0,0,0,241,449,0,0,0,0,0,0,0,,2D00D39,6,任务,armor-41106
任务,5875,鱼丽盔,0,7,9,1500,2430,486,0,0,0,0,49,49,0,0,0,62,0,187,0,0,125,0,0,0,0,0,0,0,125,0,144,,2D03D44,6,任务,armor-41107
任务,5878,夙星帔,0,3,8,1500,2700,374,137,0,0,0,49,61,0,0,0,0,0,0,0,0,0,298,0,582,0,0,0,277,0,0,0,,2D03D10,6,任务,armor-41108
任务,5878,寤寐衫,0,2,8,1500,2700,374,0,0,0,137,49,61,0,0,0,0,0,0,0,0,0,298,0,582,0,0,0,277,0,0,0,,2D03D37,6,任务,armor-41109
任务,5878,旌荣胄,0,4,8,1500,2700,374,0,137,0,0,61,49,0,0,0,0,0,0,0,0,0,248,0,582,0,0,0,277,0,0,0,,2D03D06,6,任务,armor-41110
任务,5878,方慕袍,0,5,8,1500,2700,374,0,0,137,0,61,49,0,0,0,0,0,0,0,0,0,248,0,582,0,0,0,277,0,0,0,,2D03D06,6,任务,armor-41111
任务,5878,遥夕帔,0,6,8,1500,2700,374,137,0,0,0,49,61,0,0,0,0,0,0,0,0,0,0,268,499,0,0,0,0,0,0,0,,2D31D00,6,任务,armor-41112
任务,5878,鱼丽胄,0,7,8,1500,2700,540,0,0,0,0,61,61,0,0,0,69,0,346,0,0,0,0,0,0,0,0,0,277,138,0,144,,2D47D03,6,任务,armor-41113
掉落,6827,临流袖,0,3,6,1600,2015,279,102,0,0,0,37,46,0,0,0,0,0,0,0,0,0,222,0,0,0,434,0,207,0,0,0,,2D39D27,6,掉落,armor-41114
掉落,6827,襄童护手,0,2,6,1600,2015,279,0,0,0,102,37,46,0,0,0,0,0,0,0,0,0,222,0,0,0,434,0,207,0,0,0,,2D39D27,6,掉落,armor-41115
掉落,6827,长阔臂甲,0,4,6,1600,2015,279,0,102,0,0,46,37,0,0,0,0,0,0,0,0,0,185,0,0,0,434,0,207,0,0,0,,2D39D18,6,掉落,armor-41116
掉落,6827,南徵护手,0,5,6,1600,2015,279,0,0,102,0,46,37,0,0,0,0,0,0,0,0,0,185,0,0,0,434,0,207,0,0,0,,2D39D18,6,掉落,armor-41117
掉落,6827,含英袖,0,6,6,1600,2015,279,102,0,0,0,37,46,0,0,0,0,0,0,0,0,0,0,200,372,0,0,0,0,0,0,0,,2D10D39,6,掉落,armor-41118
掉落,6827,海戍护手,0,7,6,1600,2015,403,0,0,0,0,46,46,0,0,0,310,0,0,0,0,0,0,0,0,0,0,103,103,0,0,154,,2D42D45,6,掉落,armor-41119
掉落,6826,临流带,0,3,10,1600,2015,279,102,0,0,0,26,33,0,0,0,0,0,0,0,0,0,222,0,0,0,434,0,207,0,0,0,,2D39D00,6,掉落,armor-41120
掉落,6826,襄童缠,0,2,10,1600,2015,279,0,0,0,102,26,33,0,0,0,0,0,0,0,0,0,222,0,0,0,434,0,207,0,0,0,,2D39D01,6,掉落,armor-41121
掉落,6826,长阔护腰,0,4,10,1600,2015,279,0,102,0,0,33,26,0,0,0,0,0,0,0,0,0,185,0,0,0,434,0,207,0,0,0,,2D39D02,6,掉落,armor-41122
掉落,6826,南徵腰带,0,5,10,1600,2015,279,0,0,102,0,33,26,0,0,0,0,0,0,0,0,0,185,0,0,0,434,0,207,0,0,0,,2D39D04,6,掉落,armor-41123
掉落,6826,含英绣带,0,6,10,1600,2015,279,102,0,0,0,26,33,0,0,0,0,0,0,0,0,0,0,200,372,0,0,0,0,0,0,0,,2D31D39,6,掉落,armor-41124
掉落,6826,海戍护腰,0,7,10,1600,2015,403,0,0,0,0,33,33,0,0,0,310,0,0,0,0,0,0,0,0,0,0,207,0,103,0,154,,2D05D47,6,掉落,armor-41125
掉落,6825,临流履,0,3,5,1600,2015,279,102,0,0,0,26,33,0,0,0,0,0,0,0,0,0,222,0,0,0,434,0,207,0,0,0,,2D20D05,6,掉落,armor-41126
掉落,6825,襄童鞋,0,2,5,1600,2015,279,0,0,0,102,26,33,0,0,0,0,0,0,0,0,0,222,0,0,0,434,0,207,0,0,0,,2D36D05,6,掉落,armor-41127
掉落,6825,长阔战靴,0,4,5,1600,2015,279,0,102,0,0,33,26,0,0,0,0,0,0,0,0,0,185,0,0,0,434,0,207,0,0,0,,2D09D05,6,掉落,armor-41128
掉落,6825,南徵靴,0,5,5,1600,2015,279,0,0,102,0,33,26,0,0,0,0,0,0,0,0,0,185,0,0,0,434,0,207,0,0,0,,2D09D05,6,掉落,armor-41129
掉落,6825,含英屐,0,6,5,1600,2015,279,102,0,0,0,26,33,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,,2D10D39,6,掉落,armor-41130
掉落,6825,海戍战靴,0,7,5,1600,2015,403,0,0,0,0,33,33,0,0,0,52,0,259,0,0,0,0,0,0,0,0,0,207,103,0,154,,2D45D47,6,掉落,armor-41131
掉落,6824,临流裳,0,3,7,1600,2880,399,146,0,0,0,47,59,0,0,0,0,0,0,0,0,0,317,0,0,0,620,0,295,0,0,0,,2D03D36,6,掉落,armor-41132
掉落,6824,襄童裤,0,2,7,1600,2880,399,0,0,0,146,47,59,0,0,0,0,0,0,0,0,0,317,0,0,0,620,0,295,0,0,0,,2D03D36,6,掉落,armor-41133
掉落,6824,长阔劲装,0,4,7,1600,2880,399,0,146,0,0,59,47,0,0,0,0,0,0,0,0,0,265,0,0,0,620,0,295,0,0,0,,2D03D36,6,掉落,armor-41134
掉落,6824,南徵裤,0,5,7,1600,2880,399,0,0,146,0,59,47,0,0,0,0,0,0,0,0,0,265,0,0,0,620,0,295,0,0,0,,2D03D36,6,掉落,armor-41135
掉落,6824,含英裳,0,6,7,1600,2880,399,146,0,0,0,47,59,0,0,0,0,0,0,0,0,0,0,286,532,0,0,0,0,0,0,0,,2D41D39,6,掉落,armor-41136
掉落,6824,海戍护腿,0,7,7,1600,2880,576,0,0,0,0,59,59,0,0,0,443,0,0,0,0,0,0,0,0,0,0,148,148,0,0,154,,2D03D42,6,掉落,armor-41137
掉落,6822,临流帽,0,3,9,1600,2592,359,131,0,0,0,42,52,0,0,0,0,0,0,0,0,0,286,0,0,0,558,0,266,0,0,0,,2D00D39,6,掉落,armor-41138
掉落,6822,襄童巾,0,2,9,1600,2592,359,0,0,0,131,42,52,0,0,0,0,0,0,0,0,0,286,0,0,0,558,0,266,0,0,0,,2D01D39,6,掉落,armor-41139
掉落,6822,长阔战盔,0,4,9,1600,2592,359,0,131,0,0,52,42,0,0,0,0,0,0,0,0,0,238,0,0,0,558,0,266,0,0,0,,2D02D39,6,掉落,armor-41140
掉落,6822,南徵冠,0,5,9,1600,2592,359,0,0,131,0,52,42,0,0,0,0,0,0,0,0,0,238,0,0,0,558,0,266,0,0,0,,2D04D39,6,掉落,armor-41141
掉落,6822,含英簪,0,6,9,1600,2592,359,131,0,0,0,42,52,0,0,0,0,0,0,0,0,0,0,257,479,0,0,0,0,0,0,0,,2D00D39,6,掉落,armor-41142
掉落,6822,海戍盔,0,7,9,1600,2592,519,0,0,0,0,52,52,0,0,0,399,0,0,0,0,0,0,0,0,0,0,266,0,133,0,154,,2D47D42,6,掉落,armor-41143
掉落,6823,临流衫,0,3,8,1600,2880,399,146,0,0,0,52,65,0,0,0,0,0,0,0,0,0,317,0,0,0,620,0,295,0,0,0,,2D00D39,6,掉落,armor-41144
掉落,6823,襄童袍,0,2,8,1600,2880,399,0,0,0,146,52,65,0,0,0,0,0,0,0,0,0,317,0,0,0,620,0,295,0,0,0,,2D01D39,6,掉落,armor-41145
掉落,6823,长阔古胄,0,4,8,1600,2880,399,0,146,0,0,65,52,0,0,0,0,0,0,0,0,0,265,0,0,0,620,0,295,0,0,0,,2D02D39,6,掉落,armor-41146
掉落,6823,南徵衣,0,5,8,1600,2880,399,0,0,146,0,65,52,0,0,0,0,0,0,0,0,0,265,0,0,0,620,0,295,0,0,0,,2D04D39,6,掉落,armor-41147
掉落,6823,含英帔,0,6,8,1600,2880,399,146,0,0,0,52,65,0,0,0,0,0,0,0,0,0,0,286,532,0,0,0,0,0,0,0,,2D31D00,6,掉落,armor-41148
掉落,6823,海戍战甲,0,7,8,1600,2880,576,0,0,0,0,65,65,0,0,0,443,0,0,0,0,0,0,0,0,0,0,295,0,148,0,154,,2D47D03,6,掉落,armor-41149
声望,1978,凛永护手,0,3,6,1700,2142,297,108,0,0,0,39,49,0,0,0,0,0,0,0,0,0,236,0,461,0,0,0,220,0,0,0,,2D00D05,6,/声望:迷渊岛(友好),armor-41150
声望,1978,凛源护手,0,2,6,1700,2142,297,0,0,0,108,39,49,0,0,0,0,0,0,0,0,0,236,0,461,0,0,0,220,0,0,0,,2D01D05,6,/声望:迷渊岛(友好),armor-41151
声望,1978,凛石护手,0,4,6,1700,2142,297,0,108,0,0,49,39,0,0,0,0,0,0,0,0,0,197,0,461,0,0,0,220,0,0,0,,2D02D05,6,/声望:迷渊岛(友好),armor-41152
声望,1978,凛骁护手,0,5,6,1700,2142,297,0,0,108,0,49,39,0,0,0,0,0,0,0,0,0,197,0,461,0,0,0,220,0,0,0,,2D04D05,6,/声望:迷渊岛(友好),armor-41153
声望,1978,凛康护手,0,6,6,1700,2142,297,108,0,0,0,39,49,0,0,0,0,0,0,0,0,0,0,213,0,0,0,396,0,0,0,0,,2D05D41,6,/声望:迷渊岛(友好),armor-41154
声望,1978,凛安护手,0,7,6,1700,2142,429,0,0,0,0,49,49,0,0,0,55,0,0,275,1588,0,0,0,0,0,0,110,110,0,0,163,,2D45D42,6,/声望:迷渊岛(友好),armor-41155
声望,1962,凛迁腰带,0,3,10,1700,2142,297,108,0,0,0,28,35,0,0,0,0,0,0,0,0,0,236,0,0,0,461,0,0,220,0,0,,2D11D05,6,/声望:盘丝洞(友好),armor-41156
声望,1962,凛浩腰带,0,2,10,1700,2142,297,0,0,0,108,28,35,0,0,0,0,0,0,0,0,0,236,0,0,0,461,0,0,220,0,0,,2D11D05,6,/声望:盘丝洞(友好),armor-41157
声望,1962,凛刚腰带,0,4,10,1700,2142,297,0,108,0,0,35,28,0,0,0,0,0,0,0,0,0,197,0,0,0,461,0,0,220,0,0,,2D11D05,6,/声望:盘丝洞(友好),armor-41158
声望,1962,凛健腰带,0,5,10,1700,2142,297,0,0,108,0,35,28,0,0,0,0,0,0,0,0,0,197,0,0,0,461,0,0,220,0,0,,2D11D05,6,/声望:盘丝洞(友好),armor-41159
声望,1962,凛治腰带,0,6,10,1700,2142,297,108,0,0,0,28,35,0,0,0,0,0,0,0,0,0,0,213,0,0,0,396,0,0,0,0,,2D00D10,6,/声望:盘丝洞(友好),armor-41160
声望,1962,凛谦腰带,0,7,10,1700,2142,429,0,0,0,0,35,35,0,0,0,55,0,275,0,0,0,0,0,0,0,0,0,220,110,0,163,,2D03D47,6,/声望:盘丝洞(友好),armor-41161
声望,1186,凛沁鞋,0,3,5,1700,2142,297,108,0,0,0,28,35,0,0,0,0,0,0,0,0,0,236,0,461,0,0,0,220,0,0,0,,2D20D05,6,/声望:泥兰洞天(友好),armor-41162
声望,1186,凛清鞋,0,2,5,1700,2142,297,0,0,0,108,28,35,0,0,0,0,0,0,0,0,0,236,0,461,0,0,0,220,0,0,0,,2D36D05,6,/声望:泥兰洞天(友好),armor-41163
声望,1186,凛勇鞋,0,4,5,1700,2142,297,0,108,0,0,35,28,0,0,0,0,0,0,0,0,0,197,0,461,0,0,0,220,0,0,0,,2D09D05,6,/声望:泥兰洞天(友好),armor-41164
声望,1186,凛闪鞋,0,5,5,1700,2142,297,0,0,108,0,35,28,0,0,0,0,0,0,0,0,0,197,0,461,0,0,0,220,0,0,0,,2D09D05,6,/声望:泥兰洞天(友好),armor-41165
声望,1186,凛苏鞋,0,6,5,1700,2142,297,108,0,0,0,28,35,0,0,0,0,0,0,0,0,0,0,213,396,0,0,0,0,0,0,0,,2D39D00,6,/声望:泥兰洞天(友好),armor-41166
声望,1186,凛羽鞋,0,7,5,1700,2142,429,0,0,0,0,35,35,0,0,0,55,275,0,0,0,0,0,0,0,0,0,0,220,110,0,163,,2D03D47,6,/声望:泥兰洞天(友好),armor-41167
声望,2827,凛宜帽,0,3,9,1700,2754,381,139,0,0,0,45,56,0,0,0,0,0,0,0,0,0,304,0,0,0,593,0,0,283,0,0,,2D00D39,6,/声望:镜泊湖(友好),armor-41168
声望,2827,凛兴帽,0,2,9,1700,2754,381,0,0,0,139,45,56,0,0,0,0,0,0,0,0,0,304,0,0,0,593,0,0,283,0,0,,2D01D39,6,/声望:镜泊湖(友好),armor-41169
声望,2827,凛当帽,0,4,9,1700,2754,381,0,139,0,0,56,45,0,0,0,0,0,0,0,0,0,253,0,0,0,593,0,0,283,0,0,,2D02D39,6,/声望:镜泊湖(友好),armor-41170
声望,2827,凛冲帽,0,5,9,1700,2754,381,0,0,139,0,56,45,0,0,0,0,0,0,0,0,0,253,0,0,0,593,0,0,283,0,0,,2D04D39,6,/声望:镜泊湖(友好),armor-41171
声望,2827,凛泽帽,0,6,9,1700,2754,381,139,0,0,0,45,56,0,0,0,0,0,0,0,0,0,0,274,0,0,0,509,0,0,0,0,,2D00D05,6,/声望:镜泊湖(友好),armor-41172
声望,2827,凛惠帽,0,7,9,1700,2754,551,0,0,0,0,56,56,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,283,141,0,163,,2D03D44,6,/声望:镜泊湖(友好),armor-41173
副本,5882,惊鸾袖,0,3,6,1700,2142,297,108,0,0,0,39,49,0,0,0,0,0,0,0,0,0,236,0,0,0,461,0,220,0,0,0,,2D39D27,6,/副本·泥兰洞天: 康成辩,armor-41174
副本,5882,泛梦袖,0,2,6,1700,2142,297,0,0,0,108,39,49,0,0,0,0,0,0,0,0,0,236,0,0,0,461,0,220,0,0,0,,2D39D27,6,/副本·泥兰洞天: 康成辩,armor-41175
副本,5882,魁元袖,0,4,6,1700,2142,297,0,108,0,0,49,39,0,0,0,0,0,0,0,0,0,197,0,0,0,461,0,220,0,0,0,,2D39D18,6,/副本·泥兰洞天: 康成辩,armor-41176
副本,5882,弥影袖,0,5,6,1700,2142,297,0,0,108,0,49,39,0,0,0,0,0,0,0,0,0,197,0,0,0,461,0,220,0,0,0,,2D39D18,6,/副本·泥兰洞天: 康成辩,armor-41177
副本,5882,苍蕴袖,0,6,6,1700,2142,297,108,0,0,0,39,49,0,0,0,0,0,0,0,0,0,0,213,396,0,0,0,0,0,0,0,,2D10D39,6,/副本·泥兰洞天: 康成辩,armor-41178
副本,5882,磐庚袖,0,7,6,1700,2142,429,0,0,0,0,49,49,0,0,0,55,0,275,0,0,0,0,0,0,0,0,0,220,110,0,163,,2D45D42,6,/副本·泥兰洞天: 康成辩,armor-41179
副本,5883,惊鸾带,0,3,10,1700,2142,297,108,0,0,0,28,35,0,0,0,0,0,0,0,0,0,236,0,0,0,461,0,220,0,0,0,,2D39D00,6,/副本·镜泊湖: 寒鸦三女,armor-41180
