equipId,sourceId
32537,81
32537,82
32537,83
32538,34
32538,77
32538,78
32538,79
32538,24
32538,80
32538,81
32538,82
32538,83
32539,34
32539,77
32539,78
32539,79
32539,24
32539,80
32539,81
32539,82
32539,83
32540,34
32540,77
32540,78
32540,79
32540,24
32540,80
32540,81
32540,82
32540,83
32541,34
32541,84
32541,85
32541,86
32541,87
32541,88
32541,89
32541,21
32541,90
32541,91
32542,34
32542,84
32542,85
32542,86
32542,87
32542,88
32542,89
32542,21
32542,90
32542,91
32543,34
32543,84
32543,85
32543,86
32543,87
32543,88
32543,89
32543,21
32543,90
32543,91
32544,34
32544,84
32544,85
32544,86
32544,87
32544,88
32544,89
32544,21
32544,90
32544,91
32545,34
32545,84
32545,85
32545,86
32545,87
32545,88
32545,89
32545,21
32545,90
32545,91
32546,34
32546,84
32546,85
32546,86
32546,87
32546,88
32546,89
32546,21
32546,90
32546,91
32547,92
32547,93
32547,26
32547,34
32547,94
32547,95
32547,96
32547,97
32547,98
32547,99
32548,92
32548,93
32548,26
32548,34
32548,94
32548,95
32548,96
32548,97
32548,98
32548,99
32549,92
32549,93
32549,26
32549,34
32549,94
32549,95
32549,96
32549,97
32549,98
32549,99
32550,92
32550,93
32550,26
32550,34
32550,94
32550,95
32550,96
32550,97
32550,98
32550,99
32551,92
32551,93
32551,26
32551,34
32551,94
32551,95
32551,96
32551,97
32551,98
32551,99
32552,92
32552,93
32552,26
32552,34
32552,94
32552,95
32552,96
32552,97
32552,98
32552,99
32553,100
32553,101
32553,102
32553,103
32553,104
32553,105
32553,106
32553,107
32553,108
32553,109
32553,110
32554,100
32554,101
32554,102
32554,103
32554,104
32554,105
32554,106
32554,107
32554,108
32554,109
32554,110
32555,100
32555,101
32555,102
32555,103
32555,104
32555,105
32555,106
32555,107
32555,108
32555,109
32555,110
32556,100
32556,101
32556,102
32556,103
32556,104
32556,105
32556,106
32556,107
32556,108
32556,109
32556,110
32557,100
32557,101
32557,102
32557,103
32557,104
32557,105
32557,106
32557,107
32557,108
32557,109
32557,110
32558,100
32558,101
32558,102
32558,103
32558,104
32558,105
32558,106
32558,107
32558,108
32558,109
32558,110
32559,111
32559,112
32559,113
32559,34
32559,28
32559,114
32559,115
32559,116
32559,117
32559,118
32560,111
32560,112
32560,113
32560,34
32560,28
32560,114
32560,115
32560,116
32560,117
32560,118
32561,111
32561,112
32561,113
32561,34
32561,28
32561,114
32561,115
32561,116
32561,117
32561,118
32562,111
32562,112
32562,113
32562,34
32562,28
32562,114
32562,115
32562,116
32562,117
32562,118
32563,111
32563,112
32563,113
32563,34
32563,28
32563,114
32563,115
32563,116
32563,117
32563,118
32564,111
32564,112
32564,113
32564,34
32564,28
32564,114
32564,115
32564,116
32564,117
32564,118
32565,34
32565,119
32565,120
32565,121
32565,122
32565,123
32565,124
32565,125
32565,126
32565,82
32565,127
32566,34
32566,119
32566,120
32566,121
32566,122
32566,123
32566,124
32566,125
32566,126
32566,82
32566,127
32567,34
32567,119
32567,120
32567,121
32567,122
32567,123
32567,124
32567,125
32567,126
32567,82
32567,127
32568,34
32568,119
32568,120
32568,121
32568,122
32568,123
32568,124
32568,125
32568,126
32568,82
32568,127
32569,34
32569,119
32569,120
32569,121
32569,122
32569,123
32569,124
32569,125
32569,126
32569,82
32569,127
32570,34
32570,119
32570,120
32570,121
32570,122
32570,123
32570,124
32570,125
32570,126
32570,82
32570,127
32571,128
32571,129
32571,130
32571,25
32571,131
32571,132
32571,133
32571,34
32571,134
32571,135
32572,128
32572,129
32572,130
32572,25
32572,131
32572,132
32572,133
32572,34
32572,134
32572,135
32573,128
32573,129
32573,130
32573,25
32573,131
32573,132
32573,133
32573,34
32573,134
32573,135
32574,128
32574,129
32574,130
32574,25
32574,131
32574,132
32574,133
32574,34
32574,134
32574,135
32575,128
32575,129
32575,130
32575,25
32575,131
32575,132
32575,133
32575,34
32575,134
32575,135
32576,128
32576,129
32576,130
32576,25
32576,131
32576,132
32576,133
32576,34
32576,134
32576,135
32577,44
32577,34
32577,20
32577,45
32577,46
32577,47
32577,48
32577,49
32577,50
32577,51
32578,44
32578,34
32578,20
32578,45
32578,46
32578,47
32578,48
32578,49
32578,50
32578,51
32579,44
32579,34
32579,20
32579,45
32579,46
32579,47
32579,48
32579,49
32579,50
32579,51
32580,44
32580,34
32580,20
32580,45
32580,46
32580,47
32580,48
32580,49
32580,50
32580,51
32581,44
32581,34
32581,20
32581,45
32581,46
32581,47
32581,48
32581,49
32581,50
32581,51
32582,44
32582,34
32582,20
32582,45
32582,46
32582,47
32582,48
32582,49
32582,50
32582,51
32583,136
32583,137
32583,138
32583,34
32583,139
32583,140
32583,141
32583,142
32583,143
32583,144
32583,145
32584,136
32584,137
32584,138
32584,34
32584,139
32584,140
32584,141
32584,142
32584,143
32584,144
32584,145
32585,136
32585,137
32585,138
32585,34
32585,139
32585,140
32585,141
32585,142
32585,143
32585,144
32585,145
32586,136
32586,137
32586,138
32586,34
32586,139
32586,140
32586,141
32586,142
32586,143
32586,144
32586,145
32587,136
32587,137
32587,138
32587,34
32587,139
32587,140
32587,141
32587,142
32587,143
32587,144
32587,145
32588,136
32588,137
32588,138
32588,34
32588,139
32588,140
32588,141
32588,142
32588,143
32588,144
32588,145
32589,128
32589,129
32589,130
32589,25
32589,131
32589,132
32589,133
32589,34
32589,134
32589,135
32590,128
32590,129
32590,130
32590,25
32590,131
32590,132
32590,133
32590,34
32590,134
32590,135
32591,128
32591,129
32591,130
32591,25
32591,131
32591,132
32591,133
32591,34
32591,134
32591,135
32592,128
32592,129
32592,130
32592,25
32592,131
32592,132
32592,133
32592,34
32592,134
32592,135
32593,128
32593,129
32593,130
32593,25
32593,131
32593,132
32593,133
32593,34
32593,134
32593,135
32594,128
32594,129
32594,130
32594,25
32594,131
32594,132
32594,133
32594,34
32594,134
32594,135
32595,146
32595,147
32595,148
32595,149
32595,150
32595,151
32595,97
32595,152
32595,153
32596,146
32596,147
32596,148
32596,149
32596,150
32596,151
32596,97
32596,152
32596,153
32597,146
32597,147
32597,148
32597,149
32597,150
32597,151
32597,97
32597,152
32597,153
32598,146
32598,147
32598,148
32598,149
32598,150
32598,151
32598,97
32598,152
32598,153
32599,146
32599,147
32599,148
32599,149
32599,150
32599,151
32599,97
32599,152
32599,153
32600,146
32600,147
32600,148
32600,149
32600,150
32600,151
32600,97
32600,152
32600,153
32601,154
32601,155
32601,156
32601,29
32601,157
32601,158
32601,159
32601,160
32601,34
32601,161
32601,107
32601,43
32602,154
32602,155
32602,156
32602,29
32602,157
32602,158
32602,159
32602,160
32602,34
32602,161
32602,107
32602,43
32603,154
32603,155
32603,156
32603,29
32603,157
32603,158
32603,159
32603,160
32603,34
32603,161
32603,107
32603,43
32604,154
32604,155
32604,156
32604,29
32604,157
32604,158
32604,159
32604,160
32604,34
32604,161
32604,107
32604,43
32605,154
32605,155
32605,156
32605,29
32605,157
32605,158
32605,159
32605,160
32605,34
32605,161
32605,107
32605,43
32606,154
32606,155
32606,156
32606,29
32606,157
32606,158
32606,159
32606,160
32606,34
32606,161
32606,107
32606,43
32607,62
32607,34
32607,22
32607,63
32607,64
32607,65
32607,66
32607,67
32607,68
32608,62
32608,34
32608,22
32608,63
32608,64
32608,65
32608,66
32608,67
32608,68
32609,62
32609,34
32609,22
32609,63
32609,64
32609,65
32609,66
32609,67
32609,68
32610,62
32610,34
32610,22
32610,63
32610,64
32610,65
32610,66
32610,67
32610,68
32611,62
32611,34
32611,22
32611,63
32611,64
32611,65
32611,66
32611,67
32611,68
32612,62
32612,34
32612,22
32612,63
32612,64
32612,65
32612,66
32612,67
32612,68
32613,162
32614,162
32615,162
32616,162
32617,162
32618,162
32619,162
32620,162
32621,162
32622,162
32623,162
32624,162
32625,162
32626,162
32627,162
32628,162
32629,162
32630,162
32631,162
32632,162
32633,162
32634,162
32635,162
32636,162
32637,162
32638,162
32639,162
32640,162
32641,162
32642,162
32643,162
32644,162
32645,162
32646,162
32647,162
32648,162
32649,162
32650,162
32651,162
32652,162
32653,162
32654,162
32655,162
32656,162
32657,162
32658,162
32659,162
32660,162
32661,162
32662,162
32663,162
32664,162
32665,162
32666,162
32667,162
32668,162
32669,162
32670,162
32671,162
32672,162
32673,162
32674,162
32675,162
32676,162
32677,162
32678,162
32679,162
32680,162
32681,162
32682,162
32683,162
32684,162
32685,163
32685,164
32685,165
32685,166
32685,167
32685,168
32685,169
32685,170
32685,171
32685,172
32685,173
32685,174
32685,175
32685,176
32685,177
32685,178
32685,179
32685,180
32685,181
32685,182
32685,183
32686,163
32686,164
32686,165
32686,166
32686,167
32686,168
32686,169
32686,170
32686,171
32686,172
32686,173
32686,174
32686,175
32686,176
32686,177
32686,178
32686,179
32686,180
32686,181
32686,182
32686,183
32687,163
32687,164
32687,165
32687,166
32687,167
32687,168
32687,169
32687,170
32687,171
32687,172
32687,173
32687,174
32687,175
32687,176
32687,177
32687,178
32687,179
32687,180
32687,181
32687,182
32687,183
32688,163
32688,164
32688,165
32688,166
32688,167
32688,168
32688,169
32688,170
32688,171
32688,172
32688,173
32688,174
32688,175
32688,176
32688,177
32688,178
32688,179
32688,180
32688,181
32688,182
32688,183
32689,163
32689,164
32689,165
32689,166
32689,167
32689,168
32689,169
32689,170
32689,171
32689,172
32689,173
32689,174
32689,175
32689,176
32689,177
32689,178
32689,179
32689,180
32689,181
32689,182
32689,183
32690,163
32690,164
32690,165
32690,166
32690,167
32690,168
32690,169
32690,170
32690,171
32690,172
32690,173
32690,174
32690,175
32690,176
32690,177
32690,178
32690,179
32690,180
32690,181
32690,182
32690,183
32691,162
32692,162
32693,162
32694,162
32695,162
32696,162
32697,162
32698,162
32699,162
32700,162
32701,162
32702,162
32703,162
32704,162
32705,162
32706,162
32707,162
32708,162
32709,162
32710,162
32711,162
32712,162
32713,162
32714,162
32715,162
32716,162
32717,162
32718,162
32719,162
32720,162
32721,184
32722,184
32723,184
32724,184
32725,184
32726,184
32727,184
32728,184
32729,184
32730,184
32731,184
32732,184
32733,184
32734,184
32735,184
32736,184
32737,184
32738,184
32739,184
32740,184
32741,184
32742,184
32743,184
32744,184
32745,184
32746,184
32747,184
32748,184
32749,184
32750,184
32751,184
32752,184
32753,184
32754,184
32755,184
32756,184
32757,185
32758,185
32759,185
32760,185
32761,185
32762,185
32763,185
32764,185
32765,185
32766,185
32767,185
32768,185
32769,185
32770,185
32771,185
32772,185
32773,185
32774,185
32775,185
32776,185
32777,185
32778,185
32779,185
32780,185
32781,185
32782,185
32783,185
32784,185
32785,185
32786,185
32787,185
32788,185
32789,185
32790,185
32791,185
32792,185
32793,185
32794,185
32795,185
32796,185
32797,185
32798,185
32799,185
32800,185
32801,185
32802,185
32803,185
32804,185
32805,185
32806,185
32807,185
32808,185
32809,185
32810,185
32811,185
32812,185
32813,185
32814,185
32815,185
32816,185
32817,185
32818,185
32819,185
32820,185
32821,185
32822,185
32823,186
32824,186
32825,186
32826,186
32827,186
32828,186
32829,187
32830,187
32831,187
32832,187
32833,187
32834,187
32835,188
32836,188
32837,188
32838,188
32839,188
32840,188
32841,189
32842,189
32843,189
32844,189
32845,189
32846,189
32847,190
32847,191
32848,190
32848,191
32849,190
32849,191
32850,190
32850,191
32851,190
32851,191
32852,190
32852,191
32853,190
32853,191
32854,190
32854,191
32855,190
32855,191
32856,190
32856,191
32857,190
32857,191
32858,190
32858,191
32859,190
32859,191
32860,190
32860,191
32861,190
32861,191
32862,190
32862,191
32863,190
32863,191
32864,190
32864,191
32865,190
32865,191
32866,190
32866,191
32867,191
32868,191
32869,191
32870,190
32870,191
32871,190
32871,191
32872,190
32872,191
32873,190
32873,191
32874,190
32874,191
32875,190
32875,191
32876,190
32876,191
32877,190
32877,191
32878,190
32878,191
32879,190
32879,191
32880,190
32880,191
32881,190
32881,191
32882,190
32882,191
32883,190
32883,191
32884,190
32884,191
32885,190
32885,191
32886,190
32886,191
32887,190
32887,191
32888,190
32888,191
32889,190
32889,191
32890,190
32890,191
32891,191
32892,191
32893,191
32894,190
32894,191
32895,190
32895,191
32896,190
32896,191
32897,190
32897,191
32898,190
32898,191
32899,190
32899,191
32900,190
32900,191
32901,190
32901,191
32902,190
32902,191
32903,190
32903,191
32904,190
32904,191
32905,190
32905,191
32906,190
32906,191
32907,190
32907,191
32908,190
32908,191
32909,190
32909,191
32910,190
32910,191
32911,190
32911,191
32912,190
32912,191
32913,190
32913,191
32914,190
32914,191
32915,191
32916,191
32917,191
32918,190
32918,191
32919,190
32919,191
32920,190
32920,191
32921,190
32921,191
32922,190
32922,191
32923,190
32923,191
32924,190
32924,191
32925,190
32925,191
32926,190
32926,191
32927,190
32927,191
32928,190
32928,191
32929,190
32929,191
32930,190
32930,191
32931,190
32931,191
32932,190
32932,191
32933,190
32933,191
32934,190
32934,191
32935,190
32935,191
32936,190
32936,191
32937,190
32937,191
32938,190
32938,191
32939,191
32940,191
32941,191
32942,190
32942,191
32943,190
32943,191
32944,190
32944,191
32945,190
32945,191
32946,190
32946,191
32947,190
32947,191
32948,190
32948,191
32949,190
32949,191
32950,190
32950,191
32951,190
32951,191
32952,190
32952,191
32953,190
32953,191
32954,190
32954,191
32955,190
32955,191
32956,190
32956,191
32957,190
32957,191
32958,190
32958,191
32959,190
32959,191
32960,190
32960,191
32961,190
32961,191
32962,190
32962,191
32963,191
32964,191
32965,191
32966,190
32966,191
32967,185
32968,185
32969,185
32970,185
32971,185
32972,185
32973,185
32974,185
32975,185
32976,185
32977,185
32978,185
32979,185
32980,185
32981,185
32982,185
32983,185
32984,185
32985,185
32986,185
32987,185
32988,185
32989,185
32990,185
32991,185
32992,185
32993,185
32994,185
32995,185
32996,185
32997,185
32998,185
32999,185
33000,185
33001,185
33002,185
33003,185
33004,185
33005,185
33006,185
33007,185
33008,185
33009,185
33010,185
33011,185
33012,185
33013,185
33014,185
33015,185
33016,185
33017,185
33018,185
33019,185
33020,185
33021,185
33022,185
33023,185
33024,185
33025,185
33026,185
33027,185
33028,185
33029,185
33030,185
33031,185
33032,185
33033,192
33034,192
33035,192
33036,192
33037,192
33038,192
33039,192
33040,192
33041,192
33042,192
33043,192
33044,192
33045,192
33046,192
33047,192
33048,192
33049,192
33050,192
33051,192
33052,192
33053,192
33054,192
33055,192
33056,192
33057,192
33058,192
33059,192
33060,192
33061,192
33062,192
33063,192
33064,192
33065,192
33066,192
33067,192
33068,192
33069,192
33070,192
33071,192
33072,192
33073,192
33074,192
33075,192
33076,192
33077,192
33078,192
33079,192
33080,192
33081,192
33082,192
33083,192
33084,192
33085,192
33086,192
33087,192
33088,192
33089,192
33090,192
33091,192
33092,192
33093,192
33094,192
33095,192
33096,192
33097,192
33098,192
33099,193
33100,193
33101,193
33102,193
33103,193
33104,193
33105,194
33106,194
33107,194
33108,194
33109,194
33110,194
33111,195
33112,195
33113,195
33114,195
33115,195
33116,195
33117,196
33118,196
33119,196
33120,196
33121,196
33122,196
33123,196
33124,196
33125,196
33126,196
33127,196
33128,196
33129,197
33130,197
33131,197
33132,197
33133,197
33134,197
33135,190
33135,191
33136,190
33136,191
33137,190
33137,191
33138,190
33138,191
33139,190
33139,191
33140,190
33140,191
33141,190
33141,191
33142,190
33142,191
33143,190
33143,191
33144,190
33144,191
33145,190
33145,191
33146,190
33146,191
33147,190
33147,191
33148,190
33148,191
33149,190
33149,191
33150,190
33150,191
33151,190
33151,191
33152,190
33152,191
33153,190
33153,191
33154,190
33154,191
33155,191
33156,191
33157,191
33158,190
33158,191
33159,190
33159,191
33160,190
33160,191
33161,190
33161,191
33162,190
33162,191
33163,190
33163,191
33164,190
33164,191
33165,190
33165,191
33166,190
33166,191
33167,190
33167,191
33168,190
33168,191
33169,190
33169,191
33170,190
33170,191
33171,190
33171,191
33172,190
33172,191
33173,190
33173,191
33174,190
33174,191
33175,190
33175,191
33176,190
33176,191
33177,190
33177,191
33178,190
33178,191
33179,191
33180,191
33181,191
33182,190
33182,191
33183,190
33183,191
33184,190
33184,191
33185,190
33185,191
33186,190
33186,191
33187,190
33187,191
33188,190
33188,191
33189,190
33189,191
33190,190
33190,191
33191,190
33191,191
33192,190
33192,191
33193,190
33193,191
33194,190
33194,191
33195,190
33195,191
33196,190
33196,191
33197,190
33197,191
33198,190
33198,191
33199,190
33199,191
33200,190
33200,191
33201,190
33201,191
33202,190
33202,191
33203,191
33204,191
33205,191
33206,190
33206,191
33207,190
33207,191
33208,190
33208,191
33209,190
33209,191
33210,190
33210,191
33211,190
33211,191
33212,190
33212,191
33213,190
33213,191
33214,190
33214,191
33215,190
33215,191
33216,190
33216,191
33217,190
33217,191
33218,190
33218,191
33219,190
33219,191
33220,190
33220,191
33221,190
33221,191
33222,190
33222,191
33223,190
33223,191
33224,190
33224,191
33225,190
33225,191
33226,190
33226,191
33227,191
33228,191
33229,191
33230,190
33230,191
33231,190
33231,191
33232,190
33232,191
33233,190
33233,191
33234,190
33234,191
33235,190
33235,191
33236,190
33236,191
33237,190
33237,191
33238,190
33238,191
33239,190
33239,191
33240,190
33240,191
33241,190
33241,191
33242,190
33242,191
33243,190
33243,191
33244,190
33244,191
33245,190
33245,191
33246,190
33246,191
33247,190
33247,191
33248,190
33248,191
33249,190
33249,191
33250,190
33250,191
33251,191
33252,191
33253,191
33254,190
33254,191
33255,192
33256,192
33257,192
33258,192
33259,192
33260,192
33261,192
33262,192
33263,192
33264,192
33265,192
33266,192
33267,192
33268,192
33269,192
33270,192
33271,192
33272,192
33273,192
33274,192
33275,192
33276,192
33277,192
33278,192
33279,192
33280,192
33281,192
33282,192
33283,192
33284,192
33285,192
33286,192
33287,192
33288,192
33289,192
33290,192
33291,192
33292,192
33293,192
33294,192
33295,192
33296,192
33297,192
33298,192
33299,192
33300,192
33301,192
33302,192
33303,192
33304,192
33305,192
33306,192
33307,192
33308,192
33309,192
33310,192
33311,192
33312,192
33313,192
33314,192
33315,192
33316,192
33317,192
33318,192
33319,192
33320,192
33321,198
33321,193
33322,198
33322,193
33323,198
33323,193
33324,198
33324,193
33325,198
33325,193
33326,198
33326,193
33327,199
33327,194
33328,199
33328,194
33329,199
33329,194
33330,199
33330,194
33331,199
33331,194
33332,199
33332,194
33333,200
33333,195
33334,200
33334,195
33335,200
33335,195
33336,200
33336,195
33337,200
33337,195
33338,200
33338,195
33339,201
33339,196
33340,201
33340,196
33341,201
33341,196
33342,201
33342,196
33343,201
33343,196
33344,201
33344,196
33345,201
33345,196
33346,201
33346,196
33347,201
33347,196
33348,201
33348,196
33349,201
33349,196
33350,201
33350,196
33351,202
33351,197
33352,202
33352,197
33353,202
33353,197
33354,202
33354,197
33355,202
33355,197
33356,202
33356,197
33357,203
33358,203
33359,203
33360,203
33361,203
33362,203
33363,203
33364,203
33365,203
33366,203
33367,203
33368,203
33369,203
33370,203
33371,203
33372,203
33373,203
33374,203
33375,203
33376,203
33377,203
33378,203
33379,203
33380,203
33381,203
33382,203
33383,203
33384,203
33385,203
33386,203
33387,203
33388,203
33389,203
33390,203
33391,203
33392,203
33393,204
33394,204
33395,204
33396,204
33397,204
33398,204
33399,204
33400,204
33401,204
33402,204
33403,204
33404,204
33405,204
33406,204
33407,204
33408,204
33409,204
33410,204
33411,204
33412,204
33413,204
33414,204
33415,204
33416,204
33417,204
33418,204
33419,204
33420,204
33421,204
33422,204
33423,204
33424,204
33425,204
33426,204
33427,204
33428,204
33429,204
33430,204
33431,204
33432,204
33433,204
33434,204
33435,204
33436,204
33437,204
33438,204
33439,204
33440,204
33441,204
33442,204
33443,204
33444,204
33445,204
33446,204
33447,204
33448,204
33449,204
33450,204
33451,204
33452,204
33453,204
33454,204
33455,204
33456,204
33457,204
33458,204
33459,204
33460,204
33461,204
33462,204
33463,204
33464,204
33465,204
33466,204
33467,204
33468,204
33469,204
33470,204
33471,204
33472,204
33473,204
33474,204
33475,204
33476,204
33477,204
33478,204
33479,204
33480,204
33481,204
33482,204
33483,204
33484,204
33485,204
33486,204
33487,204
33488,204
33489,204
33490,204
33491,204
33492,204
33493,204
33494,204
33495,204
33496,204
33497,204
33498,204
33499,204
33500,204
33501,204
33502,204
33503,204
33504,204
33505,204
33506,204
33507,204
33508,204
33509,204
33510,204
33511,204
33512,204
33513,205
33514,205
33515,205
33516,205
33517,205
33518,205
33519,205
33520,205
33521,205
33522,205
33523,205
33524,205
33525,205
33526,205
33527,205
33528,205
33529,205
33530,205
33531,205
33532,205
33533,205
33534,205
33535,205
33536,205
33537,205
33538,205
33539,205
33540,205
33541,205
33542,205
33543,205
33544,205
33545,205
33546,205
33547,205
33548,205
33549,205
33550,205
33551,205
33552,205
33553,205
33554,205
33555,205
33556,205
33557,205
33558,205
33559,205
33560,205
33561,205
33562,205
33563,205
33564,205
33565,205
33566,205
33567,205
33568,205
33569,205
33570,205
33571,205
33572,205
33573,205
33574,205
33575,205
33576,205
33577,205
33578,205
33579,205
33580,205
33581,205
33582,205
33583,205
33584,205
33585,205
33586,205
33587,205
33588,205
33589,205
33590,205
33591,205
33592,205
33593,205
33594,205
33595,205
33596,205
33597,205
33598,205
33599,205
33600,205
33601,205
33602,205
33603,205
33604,205
33605,205
33606,205
33607,205
33608,205
33609,205
33610,205
33611,205
33612,205
33613,205
33614,205
33615,205
33616,205
33617,205
33618,205
33619,205
33620,205
33621,205
33622,205
33623,205
33624,205
33625,205
33626,205
33627,205
33628,205
33629,205
33630,205
33631,205
33632,205
33633,206
33634,206
33635,206
33636,206
33637,206
33638,206
33639,206
33640,206
33641,206
33642,206
33643,206
33644,206
33645,206
33646,206
33647,206
33648,206
33649,206
33650,206
33651,206
33652,206
33653,206
33654,206
33655,206
33656,206
33657,206
33658,206
33659,206
33660,206
33661,206
33662,206
33663,206
33664,206
33665,206
33666,206
33667,206
33668,206
33669,206
33670,206
33671,206
33672,206
33673,206
33674,206
33675,206
33676,206
33677,206
33678,206
33679,206
33680,206
33681,206
33682,206
33683,206
33684,206
33685,206
33686,206
33687,206
33688,206
33689,206
33690,206
33691,206
33692,206
33693,206
33694,206
33695,206
33696,206
33697,206
33698,206
33699,206
33700,206
33701,206
33702,206
33703,206
33704,206
33705,206
33706,206
33707,206
33708,206
33709,206
33710,206
33711,206
33712,206
33713,206
33714,206
33715,206
33716,206
